match_id,date,stage,round,group,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral
HIST-03208,2021-10-08 00:00:00+00:00,historical,historical,,Latvia,Netherlands,0,1,FIFA World Cup qualification,Riga,Latvia,False
HIST-03209,2021-10-08 00:00:00+00:00,historical,historical,,Turkey,Norway,1,1,FIFA World Cup qualification,Istanbul,Turkey,False
HIST-03210,2021-10-08 00:00:00+00:00,historical,historical,,Malta,Slovenia,0,4,FIFA World Cup qualification,Ta' Qali,Malta,False
HIST-03211,2021-10-08 00:00:00+00:00,historical,historical,,Cyprus,Croatia,0,3,FIFA World Cup qualification,Larnaca,Cyprus,False
HIST-03212,2021-10-08 00:00:00+00:00,historical,historical,,Russia,Slovakia,1,0,FIFA World Cup qualification,Kazan,Russia,False
HIST-03213,2021-10-08 00:00:00+00:00,historical,historical,,Iceland,Armenia,1,1,FIFA World Cup qualification,Reykjavík,Iceland,False
HIST-03214,2021-10-08 00:00:00+00:00,historical,historical,,Germany,Romania,2,1,FIFA World Cup qualification,Hamburg,Germany,False
HIST-03215,2021-10-08 00:00:00+00:00,historical,historical,,Liechtenstein,North Macedonia,0,4,FIFA World Cup qualification,Vaduz,Liechtenstein,False
HIST-03216,2021-10-08 00:00:00+00:00,historical,historical,,Algeria,Niger,6,1,FIFA World Cup qualification,Algiers,Algeria,False
HIST-03217,2021-10-08 00:00:00+00:00,historical,historical,,Djibouti,Burkina Faso,0,4,FIFA World Cup qualification,Marrakesh,Morocco,True
HIST-03218,2021-10-08 00:00:00+00:00,historical,historical,,Malawi,Ivory Coast,0,3,FIFA World Cup qualification,Johannesburg,South Africa,True
HIST-03219,2021-10-08 00:00:00+00:00,historical,historical,,Cameroon,Mozambique,3,1,FIFA World Cup qualification,Douala,Cameroon,False
HIST-03220,2021-10-08 00:00:00+00:00,historical,historical,,Angola,Gabon,3,1,FIFA World Cup qualification,Luanda,Angola,False
HIST-03221,2021-10-08 00:00:00+00:00,historical,historical,,Egypt,Libya,1,0,FIFA World Cup qualification,Alexandria,Egypt,False
HIST-03222,2021-10-09 00:00:00+00:00,historical,historical,,Azerbaijan,Republic of Ireland,0,3,FIFA World Cup qualification,Baku,Azerbaijan,False
HIST-03223,2021-10-09 00:00:00+00:00,historical,historical,,Luxembourg,Serbia,0,1,FIFA World Cup qualification,Luxembourg,Luxembourg,False
HIST-03224,2021-10-09 00:00:00+00:00,historical,historical,,Sweden,Kosovo,3,0,FIFA World Cup qualification,Stockholm,Sweden,False
HIST-03225,2021-10-09 00:00:00+00:00,historical,historical,,Georgia,Greece,0,2,FIFA World Cup qualification,Batumi,Georgia,False
HIST-03226,2021-10-09 00:00:00+00:00,historical,historical,,Lithuania,Bulgaria,3,1,FIFA World Cup qualification,Vilnius,Lithuania,False
HIST-03227,2021-10-09 00:00:00+00:00,historical,historical,,Switzerland,Northern Ireland,2,0,FIFA World Cup qualification,Geneva,Switzerland,False
HIST-03228,2021-10-09 00:00:00+00:00,historical,historical,,Finland,Ukraine,1,2,FIFA World Cup qualification,Helsinki,Finland,False
HIST-03229,2021-10-09 00:00:00+00:00,historical,historical,,Kazakhstan,Bosnia and Herzegovina,0,2,FIFA World Cup qualification,Astana,Kazakhstan,False
HIST-03230,2021-10-09 00:00:00+00:00,historical,historical,,Scotland,Israel,3,2,FIFA World Cup qualification,Glasgow,Scotland,False
HIST-03231,2021-10-09 00:00:00+00:00,historical,historical,,Faroe Islands,Austria,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,False
HIST-03232,2021-10-09 00:00:00+00:00,historical,historical,,Moldova,Denmark,0,4,FIFA World Cup qualification,Chișinău,Moldova,False
HIST-03233,2021-10-09 00:00:00+00:00,historical,historical,,Andorra,England,0,5,FIFA World Cup qualification,Andorra la Vella,Andorra,False
HIST-03234,2021-10-09 00:00:00+00:00,historical,historical,,Hungary,Albania,0,1,FIFA World Cup qualification,Budapest,Hungary,False
HIST-03235,2021-10-09 00:00:00+00:00,historical,historical,,Poland,San Marino,5,0,FIFA World Cup qualification,Warsaw,Poland,False
HIST-03236,2021-10-09 00:00:00+00:00,historical,historical,,Ethiopia,South Africa,1,3,FIFA World Cup qualification,Bahir Dar,Ethiopia,False
HIST-03237,2021-10-09 00:00:00+00:00,historical,historical,,Ghana,Zimbabwe,3,1,FIFA World Cup qualification,Cape Coast,Ghana,False
HIST-03238,2021-10-09 00:00:00+00:00,historical,historical,,Togo,Congo,1,1,FIFA World Cup qualification,Lomé,Togo,False
HIST-03239,2021-10-09 00:00:00+00:00,historical,historical,,Senegal,Namibia,4,1,FIFA World Cup qualification,Thiès,Senegal,False
HIST-03240,2021-10-09 00:00:00+00:00,historical,historical,,Guinea,Sudan,2,2,FIFA World Cup qualification,Agadir,Morocco,True
HIST-03241,2021-10-09 00:00:00+00:00,historical,historical,,Curaçao,New Zealand,1,2,Friendly,Riffa,Bahrain,True
HIST-03242,2021-10-09 00:00:00+00:00,historical,historical,,Gambia,Sierra Leone,1,2,Friendly,El Jadida,Morocco,True
HIST-03243,2021-10-09 00:00:00+00:00,historical,historical,,Portugal,Qatar,3,0,Friendly,Faro-Loulé,Portugal,False
HIST-03244,2021-10-09 00:00:00+00:00,historical,historical,,Uzbekistan,Malaysia,5,1,Friendly,Amman,Jordan,True
HIST-03245,2021-10-09 00:00:00+00:00,historical,historical,,Guam,Cambodia,0,1,AFC Asian Cup qualification,Isa Town,Bahrain,True
HIST-03246,2021-10-09 00:00:00+00:00,historical,historical,,Morocco,Guinea-Bissau,3,0,FIFA World Cup qualification,Casablanca,Morocco,False
HIST-03247,2021-10-10 00:00:00+00:00,historical,historical,,Costa Rica,El Salvador,2,1,FIFA World Cup qualification,San José,Costa Rica,False
HIST-03248,2021-10-10 00:00:00+00:00,historical,historical,,Jamaica,Canada,0,0,FIFA World Cup qualification,Kingston,Jamaica,False
HIST-03249,2021-10-10 00:00:00+00:00,historical,historical,,Panama,United States,1,0,FIFA World Cup qualification,Panama City,Panama,False
HIST-03250,2021-10-10 00:00:00+00:00,historical,historical,,Mexico,Honduras,3,0,FIFA World Cup qualification,Mexico City,Mexico,False
HIST-03251,2021-10-10 00:00:00+00:00,historical,historical,,Zambia,Equatorial Guinea,1,1,FIFA World Cup qualification,Lusaka,Zambia,False
HIST-03252,2021-10-10 00:00:00+00:00,historical,historical,,Mauritania,Tunisia,0,0,FIFA World Cup qualification,Nouakchott,Mauritania,False
HIST-03253,2021-10-10 00:00:00+00:00,historical,historical,,Central African Republic,Nigeria,0,2,FIFA World Cup qualification,Limbé,Cameroon,True
HIST-03254,2021-10-10 00:00:00+00:00,historical,historical,,Cape Verde,Liberia,1,0,FIFA World Cup qualification,Mindelo,Cape Verde,False
HIST-03255,2021-10-10 00:00:00+00:00,historical,historical,,Kenya,Mali,0,1,FIFA World Cup qualification,Nairobi,Kenya,False
HIST-03256,2021-10-10 00:00:00+00:00,historical,historical,,Uganda,Rwanda,1,0,FIFA World Cup qualification,Entebbe,Uganda,False
HIST-03257,2021-10-10 00:00:00+00:00,historical,historical,,Benin,Tanzania,0,1,FIFA World Cup qualification,Cotonou,Benin,False
HIST-03258,2021-10-10 00:00:00+00:00,historical,historical,,Madagascar,DR Congo,1,0,FIFA World Cup qualification,Antananarivo,Madagascar,False
HIST-03259,2021-10-10 00:00:00+00:00,historical,historical,,Bolivia,Peru,1,0,FIFA World Cup qualification,La Paz,Bolivia,False
HIST-03260,2021-10-10 00:00:00+00:00,historical,historical,,Colombia,Brazil,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False
HIST-03261,2021-10-10 00:00:00+00:00,historical,historical,,Venezuela,Ecuador,2,1,FIFA World Cup qualification,Caracas,Venezuela,False
HIST-03262,2021-10-10 00:00:00+00:00,historical,historical,,Argentina,Uruguay,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False
HIST-03263,2021-10-10 00:00:00+00:00,historical,historical,,Chile,Paraguay,2,0,FIFA World Cup qualification,Santiago,Chile,False
HIST-03264,2021-10-10 00:00:00+00:00,historical,historical,,Maldives,Sri Lanka,1,0,SAFF Cup,Malé,Maldives,False
HIST-03265,2021-10-10 00:00:00+00:00,historical,historical,,Nepal,India,0,1,SAFF Cup,Malé,Maldives,True
HIST-03266,2021-10-10 00:00:00+00:00,historical,historical,,Italy,Belgium,2,1,UEFA Nations League,Turin,Italy,False
HIST-03267,2021-10-10 00:00:00+00:00,historical,historical,,Spain,France,1,2,UEFA Nations League,Milan,Italy,True
HIST-03268,2021-10-11 00:00:00+00:00,historical,historical,,Belarus,Czech Republic,0,2,FIFA World Cup qualification,Kazan,Russia,True
HIST-03269,2021-10-11 00:00:00+00:00,historical,historical,,Estonia,Wales,0,1,FIFA World Cup qualification,Tallinn,Estonia,False
HIST-03270,2021-10-11 00:00:00+00:00,historical,historical,,Netherlands,Gibraltar,6,0,FIFA World Cup qualification,Rotterdam,Netherlands,False
HIST-03271,2021-10-11 00:00:00+00:00,historical,historical,,Norway,Montenegro,2,0,FIFA World Cup qualification,Oslo,Norway,False
HIST-03272,2021-10-11 00:00:00+00:00,historical,historical,,Latvia,Turkey,1,2,FIFA World Cup qualification,Riga,Latvia,False
HIST-03273,2021-10-11 00:00:00+00:00,historical,historical,,Cyprus,Malta,2,2,FIFA World Cup qualification,Larnaca,Cyprus,False
HIST-03274,2021-10-11 00:00:00+00:00,historical,historical,,Croatia,Slovakia,2,2,FIFA World Cup qualification,Osijek,Croatia,False
HIST-03275,2021-10-11 00:00:00+00:00,historical,historical,,Slovenia,Russia,1,2,FIFA World Cup qualification,Maribor,Slovenia,False
HIST-03276,2021-10-11 00:00:00+00:00,historical,historical,,Iceland,Liechtenstein,4,0,FIFA World Cup qualification,Reykjavík,Iceland,False
HIST-03277,2021-10-11 00:00:00+00:00,historical,historical,,North Macedonia,Germany,0,4,FIFA World Cup qualification,Skopje,North Macedonia,False
HIST-03278,2021-10-11 00:00:00+00:00,historical,historical,,Romania,Armenia,1,0,FIFA World Cup qualification,Bucharest,Romania,False
HIST-03279,2021-10-11 00:00:00+00:00,historical,historical,,Burkina Faso,Djibouti,2,0,FIFA World Cup qualification,Marrakesh,Morocco,True
HIST-03280,2021-10-11 00:00:00+00:00,historical,historical,,Mozambique,Cameroon,0,1,FIFA World Cup qualification,Tangier,Morocco,True
HIST-03281,2021-10-11 00:00:00+00:00,historical,historical,,Ivory Coast,Malawi,2,1,FIFA World Cup qualification,Cotonou,Benin,True
HIST-03282,2021-10-11 00:00:00+00:00,historical,historical,,Gabon,Angola,2,0,FIFA World Cup qualification,Franceville,Gabon,False
HIST-03283,2021-10-11 00:00:00+00:00,historical,historical,,Libya,Egypt,0,3,FIFA World Cup qualification,Benina,Libya,False
HIST-03284,2021-10-11 00:00:00+00:00,historical,historical,,Taiwan,Indonesia,0,3,AFC Asian Cup qualification,Buriram,Thailand,True
HIST-03285,2021-10-12 00:00:00+00:00,historical,historical,,Iran,South Korea,1,1,FIFA World Cup qualification,Tehran,Iran,False
HIST-03286,2021-10-12 00:00:00+00:00,historical,historical,,Syria,Lebanon,2,3,FIFA World Cup qualification,Amman,Jordan,True
HIST-03287,2021-10-12 00:00:00+00:00,historical,historical,,United Arab Emirates,Iraq,2,2,FIFA World Cup qualification,Dubai,United Arab Emirates,False
HIST-03288,2021-10-12 00:00:00+00:00,historical,historical,,Japan,Australia,2,1,FIFA World Cup qualification,Saitama,Japan,False
HIST-03289,2021-10-12 00:00:00+00:00,historical,historical,,Oman,Vietnam,3,1,FIFA World Cup qualification,Muscat,Oman,False
HIST-03290,2021-10-12 00:00:00+00:00,historical,historical,,Saudi Arabia,China,3,2,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
HIST-03291,2021-10-12 00:00:00+00:00,historical,historical,,Portugal,Luxembourg,5,0,FIFA World Cup qualification,Faro-Loulé,Portugal,False
HIST-03292,2021-10-12 00:00:00+00:00,historical,historical,,Serbia,Azerbaijan,3,1,FIFA World Cup qualification,Belgrade,Serbia,False
HIST-03293,2021-10-12 00:00:00+00:00,historical,historical,,Kosovo,Georgia,1,2,FIFA World Cup qualification,Pristina,Kosovo,False
HIST-03294,2021-10-12 00:00:00+00:00,historical,historical,,Sweden,Greece,2,0,FIFA World Cup qualification,Stockholm,Sweden,False
HIST-03295,2021-10-12 00:00:00+00:00,historical,historical,,Bulgaria,Northern Ireland,2,1,FIFA World Cup qualification,Sofia,Bulgaria,False
HIST-03296,2021-10-12 00:00:00+00:00,historical,historical,,Lithuania,Switzerland,0,4,FIFA World Cup qualification,Vilnius,Lithuania,False
HIST-03297,2021-10-12 00:00:00+00:00,historical,historical,,Kazakhstan,Finland,0,2,FIFA World Cup qualification,Astana,Kazakhstan,False
HIST-03298,2021-10-12 00:00:00+00:00,historical,historical,,Ukraine,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Lviv,Ukraine,False
HIST-03299,2021-10-12 00:00:00+00:00,historical,historical,,Faroe Islands,Scotland,0,1,FIFA World Cup qualification,Tórshavn,Faroe Islands,False
HIST-03300,2021-10-12 00:00:00+00:00,historical,historical,,Denmark,Austria,1,0,FIFA World Cup qualification,Copenhagen,Denmark,False
HIST-03301,2021-10-12 00:00:00+00:00,historical,historical,,Israel,Moldova,2,1,FIFA World Cup qualification,Beer Sheva,Israel,False
HIST-03302,2021-10-12 00:00:00+00:00,historical,historical,,England,Hungary,1,1,FIFA World Cup qualification,London,England,False
HIST-03303,2021-10-12 00:00:00+00:00,historical,historical,,Albania,Poland,0,1,FIFA World Cup qualification,Tirana,Albania,False
HIST-03304,2021-10-12 00:00:00+00:00,historical,historical,,San Marino,Andorra,0,3,FIFA World Cup qualification,Serravalle,San Marino,False
HIST-03305,2021-10-12 00:00:00+00:00,historical,historical,,Niger,Algeria,0,4,FIFA World Cup qualification,Niamey,Niger,False
HIST-03306,2021-10-12 00:00:00+00:00,historical,historical,,Zimbabwe,Ghana,0,1,FIFA World Cup qualification,Harare,Zimbabwe,False
HIST-03307,2021-10-12 00:00:00+00:00,historical,historical,,South Africa,Ethiopia,1,0,FIFA World Cup qualification,Johannesburg,South Africa,False
HIST-03308,2021-10-12 00:00:00+00:00,historical,historical,,Namibia,Senegal,1,3,FIFA World Cup qualification,Johannesburg,South Africa,True
HIST-03309,2021-10-12 00:00:00+00:00,historical,historical,,Congo,Togo,1,2,FIFA World Cup qualification,Brazzaville,Congo,False
HIST-03310,2021-10-12 00:00:00+00:00,historical,historical,,Bahrain,New Zealand,0,1,Friendly,Riffa,Bahrain,False
HIST-03311,2021-10-12 00:00:00+00:00,historical,historical,,Jordan,Uzbekistan,3,0,Friendly,Amman,Jordan,False
HIST-03312,2021-10-12 00:00:00+00:00,historical,historical,,Republic of Ireland,Qatar,4,0,Friendly,Dublin,Republic of Ireland,False
HIST-03313,2021-10-12 00:00:00+00:00,historical,historical,,South Sudan,Gambia,1,2,Friendly,El Jadida,Morocco,True
HIST-03314,2021-10-12 00:00:00+00:00,historical,historical,,Cambodia,Guam,2,1,AFC Asian Cup qualification,Isa Town,Bahrain,True
HIST-03315,2021-10-12 00:00:00+00:00,historical,historical,,Morocco,Guinea,4,1,FIFA World Cup qualification,Agadir,Morocco,False
HIST-03316,2021-10-13 00:00:00+00:00,historical,historical,,Honduras,Jamaica,0,2,FIFA World Cup qualification,San Pedro Sula,Honduras,False
HIST-03317,2021-10-13 00:00:00+00:00,historical,historical,,United States,Costa Rica,2,1,FIFA World Cup qualification,Columbus,United States,False
HIST-03318,2021-10-13 00:00:00+00:00,historical,historical,,Canada,Panama,4,1,FIFA World Cup qualification,Toronto,Canada,False
HIST-03319,2021-10-13 00:00:00+00:00,historical,historical,,El Salvador,Mexico,0,2,FIFA World Cup qualification,San Salvador,El Salvador,False
HIST-03320,2021-10-13 00:00:00+00:00,historical,historical,,Bangladesh,Nepal,1,1,SAFF Cup,Malé,Maldives,True
HIST-03321,2021-10-13 00:00:00+00:00,historical,historical,,Maldives,India,1,3,SAFF Cup,Malé,Maldives,False
HIST-03322,2021-10-14 00:00:00+00:00,historical,historical,,Bolivia,Paraguay,4,0,FIFA World Cup qualification,La Paz,Bolivia,False
HIST-03323,2021-10-14 00:00:00+00:00,historical,historical,,Colombia,Ecuador,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False
HIST-03324,2021-10-14 00:00:00+00:00,historical,historical,,Argentina,Peru,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False
HIST-03325,2021-10-14 00:00:00+00:00,historical,historical,,Brazil,Uruguay,4,1,FIFA World Cup qualification,Manaus,Brazil,False
HIST-03326,2021-10-14 00:00:00+00:00,historical,historical,,Chile,Venezuela,3,0,FIFA World Cup qualification,Santiago,Chile,False
HIST-03327,2021-10-16 00:00:00+00:00,historical,historical,,India,Nepal,3,0,SAFF Cup,Malé,Maldives,True
HIST-03328,2021-10-27 00:00:00+00:00,historical,historical,,Mexico,Ecuador,2,3,Friendly,Charlotte,United States,True
HIST-03329,2021-11-05 00:00:00+00:00,historical,historical,,El Salvador,Bolivia,0,1,Friendly,"Washington, D.C.",United States,True
HIST-03330,2021-11-09 00:00:00+00:00,historical,historical,,Sri Lanka,Maldives,4,4,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,False
HIST-03331,2021-11-10 00:00:00+00:00,historical,historical,,Kosovo,Jordan,0,2,Friendly,Pristina,Kosovo,False
HIST-03332,2021-11-10 00:00:00+00:00,historical,historical,,Nicaragua,Cuba,0,3,Friendly,Managua,Nicaragua,False
HIST-03333,2021-11-10 00:00:00+00:00,historical,historical,,Bangladesh,Seychelles,1,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,True
HIST-03334,2021-11-11 00:00:00+00:00,historical,historical,,Czech Republic,Kuwait,7,0,Friendly,Olomouc,Czech Republic,False
HIST-03335,2021-11-11 00:00:00+00:00,historical,historical,,Kyrgyzstan,Singapore,2,1,Friendly,Sharjah,United Arab Emirates,True
HIST-03336,2021-11-11 00:00:00+00:00,historical,historical,,Serbia,Qatar,4,0,Friendly,Belgrade,Serbia,False
HIST-03337,2021-11-11 00:00:00+00:00,historical,historical,,Ukraine,Bulgaria,1,1,Friendly,Odessa,Ukraine,False
HIST-03338,2021-11-11 00:00:00+00:00,historical,historical,,Uganda,Kenya,1,1,FIFA World Cup qualification,Entebbe,Uganda,False
HIST-03339,2021-11-11 00:00:00+00:00,historical,historical,,Rwanda,Mali,0,3,FIFA World Cup qualification,Kigali,Rwanda,False
HIST-03340,2021-11-11 00:00:00+00:00,historical,historical,,Ethiopia,Ghana,1,1,FIFA World Cup qualification,Johannesburg,South Africa,True
HIST-03341,2021-11-11 00:00:00+00:00,historical,historical,,South Africa,Zimbabwe,1,0,FIFA World Cup qualification,Johannesburg,South Africa,False
HIST-03342,2021-11-11 00:00:00+00:00,historical,historical,,Congo,Namibia,1,1,FIFA World Cup qualification,Brazzaville,Congo,False
HIST-03343,2021-11-11 00:00:00+00:00,historical,historical,,Togo,Senegal,1,1,FIFA World Cup qualification,Lomé,Togo,False
HIST-03344,2021-11-11 00:00:00+00:00,historical,historical,,Tanzania,DR Congo,0,3,FIFA World Cup qualification,Dar es Salaam,Tanzania,False
HIST-03345,2021-11-11 00:00:00+00:00,historical,historical,,Benin,Madagascar,2,0,FIFA World Cup qualification,Cotonou,Benin,False
HIST-03346,2021-11-11 00:00:00+00:00,historical,historical,,Lebanon,Iran,1,2,FIFA World Cup qualification,Sidon,Lebanon,False
HIST-03347,2021-11-11 00:00:00+00:00,historical,historical,,Iraq,Syria,1,1,FIFA World Cup qualification,Al Rayyan,Qatar,True
HIST-03348,2021-11-11 00:00:00+00:00,historical,historical,,South Korea,United Arab Emirates,1,0,FIFA World Cup qualification,Goyang,South Korea,False
HIST-03349,2021-11-11 00:00:00+00:00,historical,historical,,China,Oman,1,1,FIFA World Cup qualification,Sharjah,United Arab Emirates,True
HIST-03350,2021-11-11 00:00:00+00:00,historical,historical,,Vietnam,Japan,0,1,FIFA World Cup qualification,Hanoi,Vietnam,False
HIST-03351,2021-11-11 00:00:00+00:00,historical,historical,,Australia,Saudi Arabia,0,0,FIFA World Cup qualification,Sydney,Australia,False
HIST-03352,2021-11-11 00:00:00+00:00,historical,historical,,Republic of Ireland,Portugal,0,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
HIST-03353,2021-11-11 00:00:00+00:00,historical,historical,,Azerbaijan,Luxembourg,1,3,FIFA World Cup qualification,Baku,Azerbaijan,False
HIST-03354,2021-11-11 00:00:00+00:00,historical,historical,,Georgia,Sweden,2,0,FIFA World Cup qualification,Batumi,Georgia,False
HIST-03355,2021-11-11 00:00:00+00:00,historical,historical,,Greece,Spain,0,1,FIFA World Cup qualification,Athens,Greece,False
HIST-03356,2021-11-11 00:00:00+00:00,historical,historical,,Russia,Cyprus,6,0,FIFA World Cup qualification,Saint Petersburg,Russia,False
HIST-03357,2021-11-11 00:00:00+00:00,historical,historical,,Malta,Croatia,1,7,FIFA World Cup qualification,Ta' Qali,Malta,False
HIST-03358,2021-11-11 00:00:00+00:00,historical,historical,,Slovakia,Slovenia,2,2,FIFA World Cup qualification,Trnava,Slovakia,False
HIST-03359,2021-11-11 00:00:00+00:00,historical,historical,,Germany,Liechtenstein,9,0,FIFA World Cup qualification,Wolfsburg,Germany,False
HIST-03360,2021-11-11 00:00:00+00:00,historical,historical,,Armenia,North Macedonia,0,5,FIFA World Cup qualification,Yerevan,Armenia,False
HIST-03361,2021-11-11 00:00:00+00:00,historical,historical,,Romania,Iceland,0,0,FIFA World Cup qualification,Bucharest,Romania,False
HIST-03362,2021-11-11 00:00:00+00:00,historical,historical,,Ecuador,Venezuela,1,0,FIFA World Cup qualification,Quito,Ecuador,False
HIST-03363,2021-11-11 00:00:00+00:00,historical,historical,,Paraguay,Chile,0,1,FIFA World Cup qualification,Asunción,Paraguay,False
HIST-03364,2021-11-11 00:00:00+00:00,historical,historical,,Peru,Bolivia,3,0,FIFA World Cup qualification,Lima,Peru,False
HIST-03365,2021-11-11 00:00:00+00:00,historical,historical,,Brazil,Colombia,1,0,FIFA World Cup qualification,São Paulo,Brazil,False
HIST-03366,2021-11-12 00:00:00+00:00,historical,historical,,Burkina Faso,Niger,1,1,FIFA World Cup qualification,Marrakesh,Morocco,True
HIST-03367,2021-11-12 00:00:00+00:00,historical,historical,,Djibouti,Algeria,0,4,FIFA World Cup qualification,Cairo,Egypt,True
HIST-03368,2021-11-12 00:00:00+00:00,historical,historical,,Gabon,Libya,1,0,FIFA World Cup qualification,Franceville,Gabon,False
HIST-03369,2021-11-12 00:00:00+00:00,historical,historical,,Angola,Egypt,2,2,FIFA World Cup qualification,Luanda,Angola,False
HIST-03370,2021-11-12 00:00:00+00:00,historical,historical,,Guinea,Guinea-Bissau,0,0,FIFA World Cup qualification,Conakry,Guinea,False
HIST-03371,2021-11-12 00:00:00+00:00,historical,historical,,Morocco,Sudan,3,0,FIFA World Cup qualification,Rabat,Morocco,False
HIST-03372,2021-11-12 00:00:00+00:00,historical,historical,,Canada,Costa Rica,1,0,FIFA World Cup qualification,Edmonton,Canada,False
HIST-03373,2021-11-12 00:00:00+00:00,historical,historical,,Honduras,Panama,2,3,FIFA World Cup qualification,San Pedro Sula,Honduras,False
HIST-03374,2021-11-12 00:00:00+00:00,historical,historical,,El Salvador,Jamaica,1,1,FIFA World Cup qualification,San Salvador,El Salvador,False
HIST-03375,2021-11-12 00:00:00+00:00,historical,historical,,United States,Mexico,2,0,FIFA World Cup qualification,Cincinnati,United States,False
HIST-03376,2021-11-12 00:00:00+00:00,historical,historical,,Northern Ireland,Lithuania,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,False
HIST-03377,2021-11-12 00:00:00+00:00,historical,historical,,Italy,Switzerland,1,1,FIFA World Cup qualification,Rome,Italy,False
HIST-03378,2021-11-12 00:00:00+00:00,historical,historical,,Moldova,Scotland,0,2,FIFA World Cup qualification,Chișinău,Moldova,False
HIST-03379,2021-11-12 00:00:00+00:00,historical,historical,,Denmark,Faroe Islands,3,1,FIFA World Cup qualification,Copenhagen,Denmark,False
HIST-03380,2021-11-12 00:00:00+00:00,historical,historical,,Austria,Israel,4,2,FIFA World Cup qualification,Klagenfurt,Austria,False
HIST-03381,2021-11-12 00:00:00+00:00,historical,historical,,England,Albania,5,0,FIFA World Cup qualification,London,England,False
HIST-03382,2021-11-12 00:00:00+00:00,historical,historical,,Andorra,Poland,1,4,FIFA World Cup qualification,Andorra la Vella,Andorra,False
HIST-03383,2021-11-12 00:00:00+00:00,historical,historical,,Hungary,San Marino,4,0,FIFA World Cup qualification,Budapest,Hungary,False
HIST-03384,2021-11-12 00:00:00+00:00,historical,historical,,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,False
HIST-03385,2021-11-13 00:00:00+00:00,historical,historical,,Burundi,Myanmar,2,1,Friendly,Manavgat,Turkey,True
HIST-03386,2021-11-13 00:00:00+00:00,historical,historical,,Nicaragua,Cuba,2,0,Friendly,Managua,Nicaragua,False
HIST-03387,2021-11-13 00:00:00+00:00,historical,historical,,Sierra Leone,Comoros,0,2,Friendly,Sapanca,Turkey,True
HIST-03388,2021-11-13 00:00:00+00:00,historical,historical,,Bangladesh,Maldives,2,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,True
HIST-03389,2021-11-13 00:00:00+00:00,historical,historical,,Sri Lanka,Seychelles,0,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,False
HIST-03390,2021-11-13 00:00:00+00:00,historical,historical,,Zambia,Mauritania,4,0,FIFA World Cup qualification,Lusaka,Zambia,False
HIST-03391,2021-11-13 00:00:00+00:00,historical,historical,,Equatorial Guinea,Tunisia,1,0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False
HIST-03392,2021-11-13 00:00:00+00:00,historical,historical,,Cape Verde,Central African Republic,2,1,FIFA World Cup qualification,Mindelo,Cape Verde,False
HIST-03393,2021-11-13 00:00:00+00:00,historical,historical,,Liberia,Nigeria,0,2,FIFA World Cup qualification,Tangier,Morocco,True
HIST-03394,2021-11-13 00:00:00+00:00,historical,historical,,Malawi,Cameroon,0,4,FIFA World Cup qualification,Johannesburg,South Africa,True
HIST-03395,2021-11-13 00:00:00+00:00,historical,historical,,Ivory Coast,Mozambique,3,0,FIFA World Cup qualification,Cotonou,Benin,True
HIST-03396,2021-11-13 00:00:00+00:00,historical,historical,,Bosnia and Herzegovina,Finland,1,3,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
HIST-03397,2021-11-13 00:00:00+00:00,historical,historical,,France,Kazakhstan,8,0,FIFA World Cup qualification,Paris,France,False
HIST-03398,2021-11-13 00:00:00+00:00,historical,historical,,Wales,Belarus,5,1,FIFA World Cup qualification,Cardiff,Wales,False
HIST-03399,2021-11-13 00:00:00+00:00,historical,historical,,Belgium,Estonia,3,1,FIFA World Cup qualification,Brussels,Belgium,False
HIST-03400,2021-11-13 00:00:00+00:00,historical,historical,,Norway,Latvia,0,0,FIFA World Cup qualification,Oslo,Norway,False
HIST-03401,2021-11-13 00:00:00+00:00,historical,historical,,Turkey,Gibraltar,6,0,FIFA World Cup qualification,Istanbul,Turkey,False
HIST-03402,2021-11-13 00:00:00+00:00,historical,historical,,Montenegro,Netherlands,2,2,FIFA World Cup qualification,Podgorica,Montenegro,False
HIST-03403,2021-11-14 00:00:00+00:00,historical,historical,,Azerbaijan,Qatar,2,2,Friendly,Baku,Azerbaijan,False
HIST-03404,2021-11-14 00:00:00+00:00,historical,historical,,Nicaragua,Cuba,2,0,Friendly,Managua,Nicaragua,False
HIST-03405,2021-11-14 00:00:00+00:00,historical,historical,,Mali,Uganda,1,0,FIFA World Cup qualification,Agadir,Morocco,True
