match_id,date,stage,round,group,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral
HIST-01711,2019-10-10 00:00:00+00:00,historical,historical,,Austria,Israel,3,1,UEFA Euro qualification,Vienna,Austria,False
HIST-01712,2019-10-10 00:00:00+00:00,historical,historical,,North Macedonia,Slovenia,2,1,UEFA Euro qualification,Skopje,North Macedonia,False
HIST-01713,2019-10-10 00:00:00+00:00,historical,historical,,Latvia,Poland,0,3,UEFA Euro qualification,Riga,Latvia,False
HIST-01714,2019-10-10 00:00:00+00:00,historical,historical,,Kazakhstan,Cyprus,1,2,UEFA Euro qualification,Astana,Kazakhstan,False
HIST-01715,2019-10-10 00:00:00+00:00,historical,historical,,Belgium,San Marino,9,0,UEFA Euro qualification,Brussels,Belgium,False
HIST-01716,2019-10-10 00:00:00+00:00,historical,historical,,Russia,Scotland,4,0,UEFA Euro qualification,Moscow,Russia,False
HIST-01717,2019-10-10 00:00:00+00:00,historical,historical,,Algeria,DR Congo,1,1,Friendly,Blida,Algeria,False
HIST-01718,2019-10-10 00:00:00+00:00,historical,historical,,Brazil,Senegal,1,1,Friendly,Kallang,Singapore,True
HIST-01719,2019-10-10 00:00:00+00:00,historical,historical,,Cape Verde,Togo,2,1,Friendly,Fos-sur-Mer,France,True
HIST-01720,2019-10-10 00:00:00+00:00,historical,historical,,Gabon,Burkina Faso,1,0,Friendly,Paris,France,True
HIST-01721,2019-10-10 00:00:00+00:00,historical,historical,,Kosovo,Gibraltar,1,0,Friendly,Pristina,Kosovo,False
HIST-01722,2019-10-10 00:00:00+00:00,historical,historical,,Niger,Zambia,1,1,Friendly,Niamey,Niger,False
HIST-01723,2019-10-10 00:00:00+00:00,historical,historical,,Serbia,Paraguay,1,0,Friendly,Belgrade,Serbia,False
HIST-01724,2019-10-10 00:00:00+00:00,historical,historical,,Thailand,Congo,1,1,Friendly,Thanyaburi,Thailand,False
HIST-01725,2019-10-10 00:00:00+00:00,historical,historical,,Venezuela,Bolivia,4,1,Friendly,Caracas,Venezuela,False
HIST-01726,2019-10-10 00:00:00+00:00,historical,historical,,Trinidad and Tobago,Honduras,0,2,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,False
HIST-01727,2019-10-10 00:00:00+00:00,historical,historical,,Haiti,Costa Rica,1,1,CONCACAF Nations League,Port-au-Prince,Haiti,False
HIST-01728,2019-10-10 00:00:00+00:00,historical,historical,,Belize,Saint Kitts and Nevis,0,4,CONCACAF Nations League,Belmopan,Belize,False
HIST-01729,2019-10-10 00:00:00+00:00,historical,historical,,French Guiana,Grenada,0,0,CONCACAF Nations League,Cayenne,French Guiana,False
HIST-01730,2019-10-10 00:00:00+00:00,historical,historical,,British Virgin Islands,Bahamas,0,4,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,True
HIST-01731,2019-10-10 00:00:00+00:00,historical,historical,,Sint Maarten,Turks and Caicos Islands,2,5,CONCACAF Nations League,Willemstad,Curaçao,True
HIST-01732,2019-10-10 00:00:00+00:00,historical,historical,,Syria,Maldives,2,1,FIFA World Cup qualification,Dubai,United Arab Emirates,True
HIST-01733,2019-10-10 00:00:00+00:00,historical,historical,,China,Guam,7,0,FIFA World Cup qualification,Guangzhou,China,False
HIST-01734,2019-10-10 00:00:00+00:00,historical,historical,,Jordan,Kuwait,0,0,FIFA World Cup qualification,Amman,Jordan,False
HIST-01735,2019-10-10 00:00:00+00:00,historical,historical,,Australia,Nepal,5,0,FIFA World Cup qualification,Canberra,Australia,False
HIST-01736,2019-10-10 00:00:00+00:00,historical,historical,,Iran,Cambodia,14,0,FIFA World Cup qualification,Tehran,Iran,False
HIST-01737,2019-10-10 00:00:00+00:00,historical,historical,,Iraq,Hong Kong,2,0,FIFA World Cup qualification,Basra,Iraq,False
HIST-01738,2019-10-10 00:00:00+00:00,historical,historical,,Uzbekistan,Yemen,5,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
HIST-01739,2019-10-10 00:00:00+00:00,historical,historical,,Saudi Arabia,Singapore,3,0,FIFA World Cup qualification,Buraidah,Saudi Arabia,False
HIST-01740,2019-10-10 00:00:00+00:00,historical,historical,,Bangladesh,Qatar,0,2,FIFA World Cup qualification,Dhaka,Bangladesh,False
HIST-01741,2019-10-10 00:00:00+00:00,historical,historical,,Oman,Afghanistan,3,0,FIFA World Cup qualification,Seeb,Oman,False
HIST-01742,2019-10-10 00:00:00+00:00,historical,historical,,Japan,Mongolia,6,0,FIFA World Cup qualification,Saitama,Japan,False
HIST-01743,2019-10-10 00:00:00+00:00,historical,historical,,Kyrgyzstan,Myanmar,7,0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False
HIST-01744,2019-10-10 00:00:00+00:00,historical,historical,,United Arab Emirates,Indonesia,5,0,FIFA World Cup qualification,Dubai,United Arab Emirates,False
HIST-01745,2019-10-10 00:00:00+00:00,historical,historical,,Vietnam,Malaysia,1,0,FIFA World Cup qualification,Hanoi,Vietnam,False
HIST-01746,2019-10-10 00:00:00+00:00,historical,historical,,Lebanon,Turkmenistan,2,1,FIFA World Cup qualification,Beirut,Lebanon,False
HIST-01747,2019-10-10 00:00:00+00:00,historical,historical,,South Korea,Sri Lanka,8,0,FIFA World Cup qualification,Hwaseong,South Korea,False
HIST-01748,2019-10-11 00:00:00+00:00,historical,historical,,Czech Republic,England,2,1,UEFA Euro qualification,Prague,Czech Republic,False
HIST-01749,2019-10-11 00:00:00+00:00,historical,historical,,Montenegro,Bulgaria,0,0,UEFA Euro qualification,Podgorica,Montenegro,False
HIST-01750,2019-10-11 00:00:00+00:00,historical,historical,,Portugal,Luxembourg,3,0,UEFA Euro qualification,Lisbon,Portugal,False
HIST-01751,2019-10-11 00:00:00+00:00,historical,historical,,Ukraine,Lithuania,2,0,UEFA Euro qualification,Kharkiv,Ukraine,False
HIST-01752,2019-10-11 00:00:00+00:00,historical,historical,,Iceland,France,0,1,UEFA Euro qualification,Reykjavík,Iceland,False
HIST-01753,2019-10-11 00:00:00+00:00,historical,historical,,Andorra,Moldova,1,0,UEFA Euro qualification,Andorra la Vella,Andorra,False
HIST-01754,2019-10-11 00:00:00+00:00,historical,historical,,Turkey,Albania,1,0,UEFA Euro qualification,Istanbul,Turkey,False
HIST-01755,2019-10-11 00:00:00+00:00,historical,historical,,Morocco,Libya,1,1,Friendly,Rabat,Morocco,False
HIST-01756,2019-10-11 00:00:00+00:00,historical,historical,,Uruguay,Peru,1,0,Friendly,Montevideo,Uruguay,False
HIST-01757,2019-10-11 00:00:00+00:00,historical,historical,,United States,Cuba,7,0,CONCACAF Nations League,"Washington, D.C.",United States,False
HIST-01758,2019-10-11 00:00:00+00:00,historical,historical,,Bermuda,Mexico,1,5,CONCACAF Nations League,Hamilton,Bermuda,False
HIST-01759,2019-10-11 00:00:00+00:00,historical,historical,,Antigua and Barbuda,Guyana,2,1,CONCACAF Nations League,North Sound,Antigua and Barbuda,False
HIST-01760,2019-10-11 00:00:00+00:00,historical,historical,,Saint Vincent and the Grenadines,Suriname,2,2,CONCACAF Nations League,Arnos Vale,Saint Vincent and the Grenadines,False
HIST-01761,2019-10-11 00:00:00+00:00,historical,historical,,Nicaragua,Dominica,3,1,CONCACAF Nations League,Managua,Nicaragua,False
HIST-01762,2019-10-12 00:00:00+00:00,historical,historical,,Georgia,Republic of Ireland,0,0,UEFA Euro qualification,Tbilisi,Georgia,False
HIST-01763,2019-10-12 00:00:00+00:00,historical,historical,,Denmark,Switzerland,1,0,UEFA Euro qualification,Copenhagen,Denmark,False
HIST-01764,2019-10-12 00:00:00+00:00,historical,historical,,Faroe Islands,Romania,0,3,UEFA Euro qualification,Tórshavn,Faroe Islands,False
HIST-01765,2019-10-12 00:00:00+00:00,historical,historical,,Malta,Sweden,0,4,UEFA Euro qualification,Attard,Malta,False
HIST-01766,2019-10-12 00:00:00+00:00,historical,historical,,Norway,Spain,1,1,UEFA Euro qualification,Oslo,Norway,False
HIST-01767,2019-10-12 00:00:00+00:00,historical,historical,,Bosnia and Herzegovina,Finland,4,1,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False
HIST-01768,2019-10-12 00:00:00+00:00,historical,historical,,Italy,Greece,2,0,UEFA Euro qualification,Rome,Italy,False
HIST-01769,2019-10-12 00:00:00+00:00,historical,historical,,Liechtenstein,Armenia,1,1,UEFA Euro qualification,Vaduz,Liechtenstein,False
HIST-01770,2019-10-12 00:00:00+00:00,historical,historical,,Colombia,Chile,0,0,Friendly,Alicante,Spain,True
HIST-01771,2019-10-12 00:00:00+00:00,historical,historical,,Guinea,Comoros,0,1,Friendly,Versailles,France,True
HIST-01772,2019-10-12 00:00:00+00:00,historical,historical,,Ivory Coast,DR Congo,3,1,Friendly,Amiens,France,False
HIST-01773,2019-10-12 00:00:00+00:00,historical,historical,,Tunisia,Cameroon,0,0,Friendly,Radès,Tunisia,False
HIST-01774,2019-10-12 00:00:00+00:00,historical,historical,,Dominican Republic,Saint Lucia,3,0,CONCACAF Nations League,Santo Domingo,Dominican Republic,False
HIST-01775,2019-10-12 00:00:00+00:00,historical,historical,,Montserrat,El Salvador,0,2,CONCACAF Nations League,Lookout,Montserrat,False
HIST-01776,2019-10-12 00:00:00+00:00,historical,historical,,Jamaica,Aruba,2,0,CONCACAF Nations League,Kingston,Jamaica,False
HIST-01777,2019-10-12 00:00:00+00:00,historical,historical,,Barbados,United States Virgin Islands,1,0,CONCACAF Nations League,Bridgetown,Barbados,False
HIST-01778,2019-10-12 00:00:00+00:00,historical,historical,,Saint Martin,Cayman Islands,3,0,CONCACAF Nations League,The Valley,Anguilla,True
HIST-01779,2019-10-12 00:00:00+00:00,historical,historical,,Anguilla,Guatemala,0,5,CONCACAF Nations League,The Valley,Anguilla,False
HIST-01780,2019-10-13 00:00:00+00:00,historical,historical,,Belarus,Netherlands,1,2,UEFA Euro qualification,Minsk,Belarus,False
HIST-01781,2019-10-13 00:00:00+00:00,historical,historical,,Estonia,Germany,0,3,UEFA Euro qualification,Tallinn,Estonia,False
HIST-01782,2019-10-13 00:00:00+00:00,historical,historical,,Hungary,Azerbaijan,1,0,UEFA Euro qualification,Budapest,Hungary,False
HIST-01783,2019-10-13 00:00:00+00:00,historical,historical,,Wales,Croatia,1,1,UEFA Euro qualification,Cardiff,Wales,False
HIST-01784,2019-10-13 00:00:00+00:00,historical,historical,,Poland,North Macedonia,2,0,UEFA Euro qualification,Warsaw,Poland,False
HIST-01785,2019-10-13 00:00:00+00:00,historical,historical,,Slovenia,Austria,0,1,UEFA Euro qualification,Ljubljana,Slovenia,False
HIST-01786,2019-10-13 00:00:00+00:00,historical,historical,,Scotland,San Marino,6,0,UEFA Euro qualification,Glasgow,Scotland,False
HIST-01787,2019-10-13 00:00:00+00:00,historical,historical,,Cyprus,Russia,0,5,UEFA Euro qualification,Nicosia,Cyprus,False
HIST-01788,2019-10-13 00:00:00+00:00,historical,historical,,Kazakhstan,Belgium,0,2,UEFA Euro qualification,Astana,Kazakhstan,False
HIST-01789,2019-10-13 00:00:00+00:00,historical,historical,,Gambia,Djibouti,1,1,African Cup of Nations qualification,Bakau,Gambia,False
HIST-01790,2019-10-13 00:00:00+00:00,historical,historical,,Chad,Liberia,1,0,African Cup of Nations qualification,N'Djamena,Chad,False
HIST-01791,2019-10-13 00:00:00+00:00,historical,historical,,São Tomé and Príncipe,Mauritius,2,1,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False
HIST-01792,2019-10-13 00:00:00+00:00,historical,historical,,Seychelles,South Sudan,0,1,African Cup of Nations qualification,Victoria,Seychelles,False
HIST-01793,2019-10-13 00:00:00+00:00,historical,historical,,Benin,Zambia,2,2,Friendly,Porto-Novo,Benin,False
HIST-01794,2019-10-13 00:00:00+00:00,historical,historical,,Brazil,Nigeria,1,1,Friendly,Kallang,Singapore,True
HIST-01795,2019-10-13 00:00:00+00:00,historical,historical,,Ecuador,Argentina,1,6,Friendly,Elche,Spain,True
HIST-01796,2019-10-13 00:00:00+00:00,historical,historical,,Equatorial Guinea,Togo,1,1,Friendly,Mallemort,France,True
HIST-01797,2019-10-13 00:00:00+00:00,historical,historical,,Ethiopia,Uganda,0,1,Friendly,Bahir Dar,Ethiopia,False
HIST-01798,2019-10-13 00:00:00+00:00,historical,historical,,Kenya,Mozambique,0,1,Friendly,Kasarani,Kenya,False
HIST-01799,2019-10-13 00:00:00+00:00,historical,historical,,Lesotho,Malawi,1,1,Friendly,Maseru,Lesotho,False
HIST-01800,2019-10-13 00:00:00+00:00,historical,historical,,Niger,Central African Republic,0,2,Friendly,Niamey,Niger,False
HIST-01801,2019-10-13 00:00:00+00:00,historical,historical,,Slovakia,Paraguay,1,1,Friendly,Bratislava,Slovakia,False
HIST-01802,2019-10-13 00:00:00+00:00,historical,historical,,South Africa,Mali,2,1,Friendly,Port Elizabeth,South Africa,False
HIST-01803,2019-10-13 00:00:00+00:00,historical,historical,,Honduras,Martinique,1,0,CONCACAF Nations League,San Pedro Sula,Honduras,False
HIST-01804,2019-10-13 00:00:00+00:00,historical,historical,,Costa Rica,Curaçao,0,0,CONCACAF Nations League,San José,Costa Rica,False
HIST-01805,2019-10-13 00:00:00+00:00,historical,historical,,Saint Kitts and Nevis,Belize,0,1,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False
HIST-01806,2019-10-13 00:00:00+00:00,historical,historical,,Grenada,French Guiana,1,0,CONCACAF Nations League,Grenada,Grenada,False
HIST-01807,2019-10-13 00:00:00+00:00,historical,historical,,British Virgin Islands,Bonaire,3,4,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,True
HIST-01808,2019-10-14 00:00:00+00:00,historical,historical,,Kosovo,Montenegro,2,0,UEFA Euro qualification,Pristina,Kosovo,False
HIST-01809,2019-10-14 00:00:00+00:00,historical,historical,,Bulgaria,England,0,6,UEFA Euro qualification,Sofia,Bulgaria,False
HIST-01810,2019-10-14 00:00:00+00:00,historical,historical,,Lithuania,Serbia,1,2,UEFA Euro qualification,Vilnius,Lithuania,False
HIST-01811,2019-10-14 00:00:00+00:00,historical,historical,,Ukraine,Portugal,2,1,UEFA Euro qualification,Kyiv,Ukraine,False
HIST-01812,2019-10-14 00:00:00+00:00,historical,historical,,Iceland,Andorra,2,0,UEFA Euro qualification,Reykjavík,Iceland,False
HIST-01813,2019-10-14 00:00:00+00:00,historical,historical,,France,Turkey,1,1,UEFA Euro qualification,Paris,France,False
HIST-01814,2019-10-14 00:00:00+00:00,historical,historical,,Moldova,Albania,0,4,UEFA Euro qualification,Chișinău,Moldova,False
HIST-01815,2019-10-14 00:00:00+00:00,historical,historical,,Czech Republic,Northern Ireland,2,3,Friendly,Prague,Czech Republic,False
HIST-01816,2019-10-14 00:00:00+00:00,historical,historical,,Egypt,Botswana,1,0,Friendly,Cairo,Egypt,False
HIST-01817,2019-10-14 00:00:00+00:00,historical,historical,,Rwanda,Tanzania,0,0,Friendly,Kigali,Rwanda,False
HIST-01818,2019-10-14 00:00:00+00:00,historical,historical,,Venezuela,Trinidad and Tobago,2,0,Friendly,Caracas,Venezuela,False
HIST-01819,2019-10-14 00:00:00+00:00,historical,historical,,Guyana,Antigua and Barbuda,5,1,CONCACAF Nations League,Leonora,Guyana,False
HIST-01820,2019-10-14 00:00:00+00:00,historical,historical,,Dominica,Nicaragua,0,4,CONCACAF Nations League,Roseau,Dominica,False
HIST-01821,2019-10-14 00:00:00+00:00,historical,historical,,Suriname,Saint Vincent and the Grenadines,0,1,CONCACAF Nations League,Paramaribo,Suriname,False
HIST-01822,2019-10-14 00:00:00+00:00,historical,historical,,Sint Maarten,Guadeloupe,1,2,CONCACAF Nations League,Willemstad,Curaçao,True
HIST-01823,2019-10-15 00:00:00+00:00,historical,historical,,Gibraltar,Georgia,2,3,UEFA Euro qualification,Gibraltar,Gibraltar,False
HIST-01824,2019-10-15 00:00:00+00:00,historical,historical,,Switzerland,Republic of Ireland,2,0,UEFA Euro qualification,Geneva,Switzerland,False
HIST-01825,2019-10-15 00:00:00+00:00,historical,historical,,Faroe Islands,Malta,1,0,UEFA Euro qualification,Tórshavn,Faroe Islands,False
HIST-01826,2019-10-15 00:00:00+00:00,historical,historical,,Sweden,Spain,1,1,UEFA Euro qualification,Stockholm,Sweden,False
HIST-01827,2019-10-15 00:00:00+00:00,historical,historical,,Romania,Norway,1,1,UEFA Euro qualification,Bucharest,Romania,False
HIST-01828,2019-10-15 00:00:00+00:00,historical,historical,,Israel,Latvia,3,1,UEFA Euro qualification,Beer Sheva,Israel,False
HIST-01829,2019-10-15 00:00:00+00:00,historical,historical,,Finland,Armenia,3,0,UEFA Euro qualification,Turku,Finland,False
HIST-01830,2019-10-15 00:00:00+00:00,historical,historical,,Liechtenstein,Italy,0,5,UEFA Euro qualification,Vaduz,Liechtenstein,False
HIST-01831,2019-10-15 00:00:00+00:00,historical,historical,,Greece,Bosnia and Herzegovina,2,1,UEFA Euro qualification,Athens,Greece,False
HIST-01832,2019-10-15 00:00:00+00:00,historical,historical,,Algeria,Colombia,3,0,Friendly,Villeneuve-d'Ascq,France,True
HIST-01833,2019-10-15 00:00:00+00:00,historical,historical,,Bermuda,Guatemala,0,0,Friendly,Hamilton,Bermuda,False
HIST-01834,2019-10-15 00:00:00+00:00,historical,historical,,Bolivia,Haiti,3,1,Friendly,Santa Cruz,Bolivia,False
HIST-01835,2019-10-15 00:00:00+00:00,historical,historical,,Chile,Guinea,3,2,Friendly,Alicante,Spain,True
HIST-01836,2019-10-15 00:00:00+00:00,historical,historical,,Denmark,Luxembourg,4,0,Friendly,Aalborg,Denmark,False
HIST-01837,2019-10-15 00:00:00+00:00,historical,historical,,Kuwait,Turkmenistan,1,1,Friendly,Kuwait City,Kuwait,False
HIST-01838,2019-10-15 00:00:00+00:00,historical,historical,,Mauritania,Libya,0,0,Friendly,Nouakchott,Mauritania,False
HIST-01839,2019-10-15 00:00:00+00:00,historical,historical,,Morocco,Gabon,2,3,Friendly,Tangier,Morocco,False
HIST-01840,2019-10-15 00:00:00+00:00,historical,historical,,Peru,Uruguay,1,1,Friendly,Lima,Peru,False
HIST-01841,2019-10-15 00:00:00+00:00,historical,historical,,Canada,United States,2,0,CONCACAF Nations League,Toronto,Canada,False
HIST-01842,2019-10-15 00:00:00+00:00,historical,historical,,Mexico,Panama,3,1,CONCACAF Nations League,Mexico City,Mexico,False
HIST-01843,2019-10-15 00:00:00+00:00,historical,historical,,Dominican Republic,Montserrat,0,0,CONCACAF Nations League,Santo Domingo,Dominican Republic,False
HIST-01844,2019-10-15 00:00:00+00:00,historical,historical,,Saint Lucia,El Salvador,0,2,CONCACAF Nations League,Gros Islet,Saint Lucia,False
HIST-01845,2019-10-15 00:00:00+00:00,historical,historical,,Aruba,Jamaica,0,6,CONCACAF Nations League,Willemstad,Curaçao,True
HIST-01846,2019-10-15 00:00:00+00:00,historical,historical,,Cayman Islands,Saint Martin,1,0,CONCACAF Nations League,George Town,Cayman Islands,False
HIST-01847,2019-10-15 00:00:00+00:00,historical,historical,,United States Virgin Islands,Barbados,0,4,CONCACAF Nations League,Saint Croix,United States Virgin Islands,False
HIST-01848,2019-10-15 00:00:00+00:00,historical,historical,,Anguilla,Puerto Rico,2,3,CONCACAF Nations League,The Valley,Anguilla,False
HIST-01849,2019-10-15 00:00:00+00:00,historical,historical,,Syria,Guam,4,0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
HIST-01850,2019-10-15 00:00:00+00:00,historical,historical,,Philippines,China,0,0,FIFA World Cup qualification,Bacolod,Philippines,False
HIST-01851,2019-10-15 00:00:00+00:00,historical,historical,,Jordan,Nepal,3,0,FIFA World Cup qualification,Amman,Jordan,False
HIST-01852,2019-10-15 00:00:00+00:00,historical,historical,,Taiwan,Australia,1,7,FIFA World Cup qualification,Kaohsiung,Taiwan,False
HIST-01853,2019-10-15 00:00:00+00:00,historical,historical,,Cambodia,Iraq,0,4,FIFA World Cup qualification,Phnom Penh,Cambodia,False
HIST-01854,2019-10-15 00:00:00+00:00,historical,historical,,Bahrain,Iran,1,0,FIFA World Cup qualification,Riffa,Bahrain,False
HIST-01855,2019-10-15 00:00:00+00:00,historical,historical,,Palestine,Saudi Arabia,0,0,FIFA World Cup qualification,Al-Ram,Palestine,False
HIST-01856,2019-10-15 00:00:00+00:00,historical,historical,,Singapore,Uzbekistan,1,3,FIFA World Cup qualification,Kallang,Singapore,False
HIST-01857,2019-10-15 00:00:00+00:00,historical,historical,,India,Bangladesh,1,1,FIFA World Cup qualification,Kolkata,India,False
HIST-01858,2019-10-15 00:00:00+00:00,historical,historical,,Qatar,Oman,2,1,FIFA World Cup qualification,Al Wakrah,Qatar,False
HIST-01859,2019-10-15 00:00:00+00:00,historical,historical,,Mongolia,Kyrgyzstan,1,2,FIFA World Cup qualification,Ulaanbaatar,Mongolia,False
HIST-01860,2019-10-15 00:00:00+00:00,historical,historical,,Tajikistan,Japan,0,3,FIFA World Cup qualification,Dushanbe,Tajikistan,False
HIST-01861,2019-10-15 00:00:00+00:00,historical,historical,,Thailand,United Arab Emirates,2,1,FIFA World Cup qualification,Pathum Thani,Thailand,False
HIST-01862,2019-10-15 00:00:00+00:00,historical,historical,,Indonesia,Vietnam,1,3,FIFA World Cup qualification,Gianyar,Indonesia,False
HIST-01863,2019-10-15 00:00:00+00:00,historical,historical,,North Korea,South Korea,0,0,FIFA World Cup qualification,Pyongyang,North Korea,False
HIST-01864,2019-10-15 00:00:00+00:00,historical,historical,,Sri Lanka,Lebanon,0,3,FIFA World Cup qualification,Colombo,Sri Lanka,False
HIST-01865,2019-10-19 00:00:00+00:00,historical,historical,,West Papua,East Turkestan,2,8,Friendly,The Hague,Netherlands,True
HIST-01866,2019-11-07 00:00:00+00:00,historical,historical,,Egypt,Liberia,1,0,Friendly,Alexandria,Egypt,False
HIST-01867,2019-11-07 00:00:00+00:00,historical,historical,,Nicaragua,Cuba,0,0,Friendly,Managua,Nicaragua,False
HIST-01868,2019-11-09 00:00:00+00:00,historical,historical,,Malaysia,Tajikistan,1,0,Friendly,Kuala Lumpur,Malaysia,False
HIST-01869,2019-11-09 00:00:00+00:00,historical,historical,,Namibia,Zambia,0,2,Friendly,Windhoek,Namibia,False
HIST-01870,2019-11-09 00:00:00+00:00,historical,historical,,Uzbekistan,Kyrgyzstan,3,1,Friendly,Tashkent,Uzbekistan,False
HIST-01871,2019-11-10 00:00:00+00:00,historical,historical,,Nicaragua,Cuba,0,1,Friendly,Managua,Nicaragua,False
HIST-01872,2019-11-10 00:00:00+00:00,historical,historical,,Trinidad and Tobago,Anguilla,15,0,Friendly,Couva,Trinidad and Tobago,False
HIST-01873,2019-11-13 00:00:00+00:00,historical,historical,,Namibia,Chad,2,1,African Cup of Nations qualification,Windhoek,Namibia,False
HIST-01874,2019-11-13 00:00:00+00:00,historical,historical,,Malawi,South Sudan,1,0,African Cup of Nations qualification,Blantyre,Malawi,False
HIST-01875,2019-11-13 00:00:00+00:00,historical,historical,,Burkina Faso,Uganda,0,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False
HIST-01876,2019-11-13 00:00:00+00:00,historical,historical,,Sudan,São Tomé and Príncipe,4,0,African Cup of Nations qualification,Omdurman,Sudan,False
HIST-01877,2019-11-13 00:00:00+00:00,historical,historical,,Angola,Gambia,1,3,African Cup of Nations qualification,Luanda,Angola,False
HIST-01878,2019-11-13 00:00:00+00:00,historical,historical,,Central African Republic,Burundi,2,0,African Cup of Nations qualification,Bangui,Central African Republic,False
HIST-01879,2019-11-13 00:00:00+00:00,historical,historical,,Cameroon,Cape Verde,0,0,African Cup of Nations qualification,Yaoundé,Cameroon,False
HIST-01880,2019-11-13 00:00:00+00:00,historical,historical,,Guinea-Bissau,Eswatini,3,0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False
HIST-01881,2019-11-13 00:00:00+00:00,historical,historical,,Senegal,Congo,2,0,African Cup of Nations qualification,Thiès,Senegal,False
HIST-01882,2019-11-13 00:00:00+00:00,historical,historical,,Nigeria,Benin,2,1,African Cup of Nations qualification,Uyo,Nigeria,False
HIST-01883,2019-11-13 00:00:00+00:00,historical,historical,,Sierra Leone,Lesotho,1,1,African Cup of Nations qualification,Freetown,Sierra Leone,False
HIST-01884,2019-11-14 00:00:00+00:00,historical,historical,,Mali,Guinea,2,2,African Cup of Nations qualification,Bamako,Mali,False
HIST-01885,2019-11-14 00:00:00+00:00,historical,historical,,Ghana,South Africa,2,0,African Cup of Nations qualification,Cape Coast,Ghana,False
HIST-01886,2019-11-14 00:00:00+00:00,historical,historical,,DR Congo,Gabon,0,0,African Cup of Nations qualification,Kinshasa,DR Congo,False
HIST-01887,2019-11-14 00:00:00+00:00,historical,historical,,Mozambique,Rwanda,2,0,African Cup of Nations qualification,Maputo,Mozambique,False
HIST-01888,2019-11-14 00:00:00+00:00,historical,historical,,Egypt,Kenya,1,1,African Cup of Nations qualification,Alexandria,Egypt,False
HIST-01889,2019-11-14 00:00:00+00:00,historical,historical,,Togo,Comoros,0,1,African Cup of Nations qualification,Lomé,Togo,False
HIST-01890,2019-11-14 00:00:00+00:00,historical,historical,,Algeria,Zambia,5,0,African Cup of Nations qualification,Blida,Algeria,False
HIST-01891,2019-11-14 00:00:00+00:00,historical,historical,,England,Montenegro,7,0,UEFA Euro qualification,London,England,False
HIST-01892,2019-11-14 00:00:00+00:00,historical,historical,,Czech Republic,Kosovo,2,1,UEFA Euro qualification,Plzeň,Czech Republic,False
HIST-01893,2019-11-14 00:00:00+00:00,historical,historical,,Portugal,Lithuania,6,0,UEFA Euro qualification,Faro-Loulé,Portugal,False
HIST-01894,2019-11-14 00:00:00+00:00,historical,historical,,Serbia,Luxembourg,3,2,UEFA Euro qualification,Belgrade,Serbia,False
HIST-01895,2019-11-14 00:00:00+00:00,historical,historical,,Turkey,Iceland,0,0,UEFA Euro qualification,Istanbul,Turkey,False
HIST-01896,2019-11-14 00:00:00+00:00,historical,historical,,Albania,Andorra,2,2,UEFA Euro qualification,Elbasan,Albania,False
HIST-01897,2019-11-14 00:00:00+00:00,historical,historical,,France,Moldova,2,1,UEFA Euro qualification,Paris,France,False
HIST-01898,2019-11-14 00:00:00+00:00,historical,historical,,Martinique,Honduras,1,1,CONCACAF Nations League,Fort-de-France,Martinique,False
HIST-01899,2019-11-14 00:00:00+00:00,historical,historical,,Curaçao,Costa Rica,1,2,CONCACAF Nations League,Willemstad,Curaçao,False
HIST-01900,2019-11-14 00:00:00+00:00,historical,historical,,Saint Kitts and Nevis,Grenada,0,0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False
HIST-01901,2019-11-14 00:00:00+00:00,historical,historical,,Belize,French Guiana,2,0,CONCACAF Nations League,Belmopan,Belize,False
HIST-01902,2019-11-14 00:00:00+00:00,historical,historical,,Bahamas,British Virgin Islands,3,0,CONCACAF Nations League,Nassau,Bahamas,False
HIST-01903,2019-11-14 00:00:00+00:00,historical,historical,,Turks and Caicos Islands,Sint Maarten,3,2,CONCACAF Nations League,Providenciales,Turks and Caicos Islands,False
HIST-01904,2019-11-14 00:00:00+00:00,historical,historical,,Bulgaria,Paraguay,0,1,Friendly,Sofia,Bulgaria,False
HIST-01905,2019-11-14 00:00:00+00:00,historical,historical,,Cambodia,Mongolia,1,1,Friendly,Phnom Penh,Cambodia,False
HIST-01906,2019-11-14 00:00:00+00:00,historical,historical,,Ecuador,Trinidad and Tobago,3,0,Friendly,Portoviejo,Ecuador,False
HIST-01907,2019-11-14 00:00:00+00:00,historical,historical,,Qatar,Singapore,2,0,Friendly,Doha,Qatar,False
HIST-01908,2019-11-14 00:00:00+00:00,historical,historical,,Republic of Ireland,New Zealand,3,1,Friendly,Dublin,Republic of Ireland,False
