category,stat_key,page_number,story_id,rank,team,goals,assists,attempts_at_goal,attempts_on_target,off_target_attempts,attempts_at_goal_conv_rate_pct,attempts_inside_the_penalty_area,attempts_outside_the_penalty_area,headed_attempts_at_goal,xg,xg_efficiency,corners,possession_control_pct,passes,passing_accuracy_pct,crosses,crossing_accuracy_pct,defensive_linebreaks_attempted,defensive_linebreaks_acc_pct,switches_of_play_attempted,switches_of_play_acc_pct,own_goals,goals_conceded,forced_turnovers,ball_recovery_time_s,defensive_pressures_applied,defensive_pressures_directly_applied,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides,clean_sheets,goalkeeper_saves,goalkeeper_actions_inside_the_penalty_area,goalkeeper_actions_outside_the_penalty_area,offers_to_receive,offers_in_behind,offers_in_between,offers_in_front,offers_inside_team_shape,offers_outside_team_shape,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,average_speed_km_h,high_speed_running,sprints,total_distance_m
Defending,gct_defending,1,browser:gct_defending,13,South Korea,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,106.0,44.64,563.0,86.0,,,,,,,,,,,,,,,,,,,,,,,
Defending,gct_defending,1,browser:gct_defending,13,Argentina,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,219.0,77.62,1180.0,218.0,,,,,,,,,,,,,,,,,,,,,,,
Defending,gct_defending,1,browser:gct_defending,13,Brazil,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,186.0,96.34,1338.0,214.0,,,,,,,,,,,,,,,,,,,,,,,
Defending,gct_defending,1,browser:gct_defending,13,Colombia,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,173.0,71.13,750.0,138.0,,,,,,,,,,,,,,,,,,,,,,,
Defending,gct_defending,1,browser:gct_defending,13,Norway,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,160.0,79.33,1095.0,175.0,,,,,,,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,1,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,71.0,11.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,2,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,64.0,9.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,3,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,75.0,6.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,4,Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,61.0,9.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,5,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,80.0,6.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,6,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,56.0,4.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,7,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,37.0,7.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,7,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,54.0,3.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,7,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,67.0,12.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,10,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,48.0,4.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,11,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,47.0,6.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,11,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,64.0,7.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,13,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,38.0,3.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,13,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,31.0,4.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,13,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,43.0,7.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,16,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,77.0,7.0,1.0,0.0,6.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,17,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,54.0,8.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,17,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,42.0,3.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,19,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,43.0,4.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,19,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,37.0,8.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,21,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,35.0,2.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,22,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,27.0,5.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,23,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,33.0,5.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,23,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,38.0,5.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,25,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,29.0,4.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,25,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,46.0,4.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,27,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,58.0,7.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,27,DR Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,44.0,6.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,27,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,43.0,3.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,30,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,50.0,5.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,31,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,39.0,5.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,32,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,46.0,5.0,2.0,0.0,8.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,33,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,31.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,34,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,28.0,4.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,34,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,48.0,3.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,36,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,23.0,6.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,37,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,31.0,7.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,37,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,23.0,4.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,39,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,29.0,5.0,1.0,0.0,14.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,39,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,38.0,2.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,39,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,23.0,4.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,42,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,26.0,6.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,42,Ivory Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,36.0,4.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,42,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,40.0,3.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,45,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,31.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,45,Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,47.0,5.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,45,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,34.0,1.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,
Discipline,gct_discipline,1,browser:gct_discipline,48,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,32.0,4.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,1,Spain,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5.0,9.0,70.0,54.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,2,Mexico,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,8.0,60.0,49.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,2,Colombia,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,5.0,48.0,46.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,4,France,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,10.0,59.0,47.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Argentina,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,4.0,57.0,49.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Switzerland,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,13.0,51.0,45.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Ivory Coast,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,11.0,84.0,68.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Morocco,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,12.0,85.0,67.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Cape Verde,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,18.0,136.0,102.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Canada,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,2.0,7.0,49.0,40.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,England,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,9.0,89.0,73.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Paraguay,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,2.0,28.0,141.0,124.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,United States,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,2.0,10.0,79.0,65.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Ghana,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,16.0,86.0,77.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Portugal,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,20.0,114.0,93.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Brazil,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,15.0,67.0,59.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,5,Australia,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,14.0,91.0,76.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Iran,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,15.0,75.0,65.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Curaçao,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,1.0,21.0,81.0,72.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Belgium,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,13.0,92.0,75.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Scotland,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,9.0,75.0,64.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Senegal,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,1.0,13.0,87.0,70.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Croatia,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,1.0,12.0,80.0,68.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Japan,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,17.0,78.0,64.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,17.0,86.0,78.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,South Africa,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,14.0,72.0,59.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,18,Ecuador,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,12.0,68.0,63.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Haiti,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,0.0,13.0,56.0,48.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Austria,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,0.0,15.0,85.0,74.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Egypt,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,0.0,14.0,119.0,105.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,South Korea,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,0.0,11.0,42.0,34.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Algeria,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,0.0,9.0,48.0,45.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Qatar,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,0.0,16.0,124.0,103.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Netherlands,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,0.0,17.0,57.0,54.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,0.0,8.0,92.0,70.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Norway,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,0.0,16.0,112.0,97.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,0.0,11.0,60.0,52.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,New Zealand,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,0.0,11.0,97.0,88.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,DR Congo,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,0.0,15.0,83.0,70.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Turkey,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,0.0,8.0,55.0,46.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Uruguay,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,0.0,4.0,48.0,39.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,0.0,6.0,82.0,65.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Germany,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,0.0,7.0,61.0,45.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Jordan,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,0.0,8.0,70.0,56.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Panama,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,0.0,9.0,48.0,42.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Iraq,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,0.0,10.0,94.0,81.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Sweden,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,0.0,16.0,76.0,66.0,,,,,,,,,,,,,
Goalkeeping,gct_goalkeeping,1,browser:gct_goalkeeping,28,Tunisia,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,0.0,7.0,77.0,64.0,,,,,,,,,,,,,
Movement,gct_movement,1,browser:gct_movement,1,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474.0,703.0,843.0,928.0,1431.0,1043.0,83.0,740.0,1133.0,,,,
Movement,gct_movement,1,browser:gct_movement,2,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105.0,520.0,784.0,801.0,1148.0,957.0,56.0,580.0,1100.0,,,,
Movement,gct_movement,1,browser:gct_movement,3,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091.0,610.0,719.0,762.0,1186.0,905.0,55.0,504.0,1146.0,,,,
Movement,gct_movement,1,browser:gct_movement,4,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086.0,530.0,732.0,824.0,1159.0,927.0,89.0,457.0,911.0,,,,
Movement,gct_movement,1,browser:gct_movement,5,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071.0,688.0,721.0,662.0,1141.0,930.0,60.0,613.0,976.0,,,,
Movement,gct_movement,1,browser:gct_movement,6,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034.0,541.0,844.0,649.0,1076.0,958.0,40.0,505.0,834.0,,,,
Movement,gct_movement,1,browser:gct_movement,7,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963.0,437.0,745.0,781.0,929.0,1034.0,51.0,451.0,869.0,,,,
Movement,gct_movement,1,browser:gct_movement,8,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,501.0,746.0,705.0,1112.0,840.0,55.0,462.0,828.0,,,,
Movement,gct_movement,1,browser:gct_movement,9,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.0,550.0,738.0,625.0,1040.0,873.0,78.0,525.0,993.0,,,,
Movement,gct_movement,1,browser:gct_movement,10,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.0,553.0,759.0,569.0,1021.0,860.0,63.0,579.0,988.0,,,,
Movement,gct_movement,1,browser:gct_movement,11,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.0,483.0,689.0,556.0,835.0,893.0,45.0,420.0,698.0,,,,
Movement,gct_movement,1,browser:gct_movement,12,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,367.0,783.0,550.0,894.0,806.0,40.0,564.0,958.0,,,,
Movement,gct_movement,1,browser:gct_movement,13,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.0,498.0,531.0,658.0,931.0,756.0,80.0,556.0,928.0,,,,
Movement,gct_movement,1,browser:gct_movement,14,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.0,477.0,637.0,507.0,905.0,716.0,38.0,379.0,888.0,,,,
Movement,gct_movement,1,browser:gct_movement,15,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.0,440.0,631.0,520.0,849.0,742.0,45.0,550.0,942.0,,,,
Movement,gct_movement,1,browser:gct_movement,16,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.0,533.0,576.0,480.0,790.0,799.0,72.0,540.0,929.0,,,,
Movement,gct_movement,1,browser:gct_movement,17,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.0,462.0,526.0,498.0,866.0,620.0,54.0,460.0,988.0,,,,
Movement,gct_movement,1,browser:gct_movement,18,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.0,392.0,576.0,511.0,872.0,607.0,33.0,324.0,574.0,,,,
Movement,gct_movement,1,browser:gct_movement,19,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.0,412.0,502.0,405.0,811.0,508.0,55.0,417.0,758.0,,,,
Movement,gct_movement,1,browser:gct_movement,20,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.0,320.0,514.0,474.0,699.0,609.0,39.0,422.0,713.0,,,,
Movement,gct_movement,1,browser:gct_movement,21,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,409.0,428.0,438.0,681.0,594.0,41.0,378.0,709.0,,,,
Movement,gct_movement,1,browser:gct_movement,22,Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.0,323.0,559.0,361.0,624.0,619.0,19.0,291.0,663.0,,,,
Movement,gct_movement,1,browser:gct_movement,23,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.0,402.0,442.0,394.0,682.0,556.0,33.0,323.0,645.0,,,,
Movement,gct_movement,1,browser:gct_movement,24,DR Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.0,342.0,542.0,353.0,730.0,507.0,22.0,323.0,636.0,,,,
Movement,gct_movement,1,browser:gct_movement,25,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.0,323.0,486.0,425.0,686.0,548.0,48.0,382.0,789.0,,,,
Movement,gct_movement,1,browser:gct_movement,26,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.0,359.0,458.0,395.0,669.0,543.0,29.0,283.0,634.0,,,,
Movement,gct_movement,1,browser:gct_movement,27,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.0,267.0,427.0,507.0,657.0,544.0,40.0,274.0,678.0,,,,
Movement,gct_movement,1,browser:gct_movement,28,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.0,409.0,376.0,410.0,713.0,482.0,47.0,380.0,642.0,,,,
Movement,gct_movement,1,browser:gct_movement,29,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.0,436.0,399.0,347.0,599.0,583.0,45.0,311.0,586.0,,,,
Movement,gct_movement,1,browser:gct_movement,30,Ivory Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,326.0,480.0,306.0,589.0,523.0,46.0,424.0,861.0,,,,
