player_id,team_id,matches,goals,shirt_number,debut,coach_id,debut_game_id,career_state
170516,9067,0,0,0,,,2633677.0,FORMER_NATIONAL_PLAYER
170516,17368,4,0,0,,5088.0,1157701.0,FORMER_NATIONAL_PLAYER
170516,17662,7,1,0,,340.0,2273150.0,FORMER_NATIONAL_PLAYER
170516,27300,1,0,0,,425.0,1059405.0,FORMER_NATIONAL_PLAYER
170517,5709,0,0,0,,,,FORMER_NATIONAL_PLAYER
170517,5710,10,0,1,,334.0,2483845.0,FORMER_NATIONAL_PLAYER
170517,9067,3,0,0,,3380.0,2678408.0,FORMER_NATIONAL_PLAYER
170517,17662,7,0,1,,340.0,2273152.0,FORMER_NATIONAL_PLAYER
170517,27300,1,0,0,,425.0,1059404.0,FORMER_NATIONAL_PLAYER
170529,9067,0,0,0,,,2633677.0,FORMER_NATIONAL_PLAYER
170529,17662,2,0,0,,340.0,2265259.0,FORMER_NATIONAL_PLAYER
170529,27300,3,2,0,,425.0,1059405.0,FORMER_NATIONAL_PLAYER
170540,3505,0,0,0,,,,FORMER_NATIONAL_PLAYER
170540,11946,21,0,1,,20338.0,4034693.0,FORMER_NATIONAL_PLAYER
170540,35707,7,0,0,,2464.0,2561318.0,FORMER_NATIONAL_PLAYER
170527,3262,57,24,11,,495.0,2767538.0,FORMER_NATIONAL_PLAYER
170527,3817,7,3,11,,97.0,2619642.0,FORMER_NATIONAL_PLAYER
170527,5710,11,9,9,,3380.0,2304327.0,FORMER_NATIONAL_PLAYER
170527,17368,5,2,9,,5088.0,1136369.0,FORMER_NATIONAL_PLAYER
170527,17662,18,16,9,,340.0,2210841.0,FORMER_NATIONAL_PLAYER
170527,27300,4,3,9,,425.0,1059404.0,FORMER_NATIONAL_PLAYER
170544,19758,0,0,0,,,,FORMER_NATIONAL_PLAYER
170523,5710,7,0,6,,334.0,2481000.0,FORMER_NATIONAL_PLAYER
170523,9067,8,0,0,,3380.0,2373015.0,FORMER_NATIONAL_PLAYER
170523,17368,4,0,0,,5088.0,1157701.0,FORMER_NATIONAL_PLAYER
170523,17662,3,0,0,,340.0,2258669.0,FORMER_NATIONAL_PLAYER
170523,27300,2,0,0,,425.0,1059404.0,FORMER_NATIONAL_PLAYER
170549,3591,0,0,23,,,,FORMER_NATIONAL_PLAYER
170549,5872,4,0,1,,11851.0,3932898.0,FORMER_NATIONAL_PLAYER
170549,31517,4,0,1,,3345.0,1103378.0,FORMER_NATIONAL_PLAYER
170646,3557,56,2,6,,2886.0,2528354.0,RECENT_NATIONAL_PLAYER
170646,8595,19,0,5,,30518.0,2815520.0,FORMER_NATIONAL_PLAYER
170646,23487,5,0,3,,,4236496.0,FORMER_NATIONAL_PLAYER
170646,23488,5,0,5,,4390.0,3952075.0,FORMER_NATIONAL_PLAYER
170646,24978,3,0,5,,,,FORMER_NATIONAL_PLAYER
170646,41525,6,0,4,,,,FORMER_NATIONAL_PLAYER
170646,57021,2,0,5,,,,FORMER_NATIONAL_PLAYER
170644,39417,7,0,13,,3204.0,2345247.0,FORMER_NATIONAL_PLAYER
170673,9568,5,0,14,,10052.0,2509344.0,FORMER_NATIONAL_PLAYER
170673,22462,4,0,0,,23398.0,2370452.0,FORMER_NATIONAL_PLAYER
170673,22585,0,0,5,,30595.0,3969551.0,FORMER_NATIONAL_PLAYER
170673,22586,3,0,0,,30595.0,2619643.0,FORMER_NATIONAL_PLAYER
170673,28161,1,0,17,,10052.0,2527020.0,FORMER_NATIONAL_PLAYER
17072,9316,9,0,0,,2465.0,1059369.0,FORMER_NATIONAL_PLAYER
17072,12519,9,2,0,,,,FORMER_NATIONAL_PLAYER
17072,40845,2,0,0,,,2457032.0,FORMER_NATIONAL_PLAYER
170755,27269,0,0,0,,,,FORMER_NATIONAL_PLAYER
170755,31230,0,0,0,,,,FORMER_NATIONAL_PLAYER
17074,9316,7,0,0,,2465.0,1150764.0,FORMER_NATIONAL_PLAYER
17074,12519,0,0,0,,4711.0,3977127.0,FORMER_NATIONAL_PLAYER
170785,22989,4,0,10,,,,FORMER_NATIONAL_PLAYER
17080,9316,4,0,0,,7701.0,2285241.0,FORMER_NATIONAL_PLAYER
170830,3856,2,0,0,,1237.0,1064809.0,FORMER_NATIONAL_PLAYER
170838,3381,3,0,20,,253.0,2375517.0,FORMER_NATIONAL_PLAYER
170838,9568,16,0,10,,23531.0,2289726.0,FORMER_NATIONAL_PLAYER
170838,22462,7,0,16,,10052.0,1092126.0,FORMER_NATIONAL_PLAYER
170838,22584,3,0,6,,,,FORMER_NATIONAL_PLAYER
170838,22585,20,1,6,,5006.0,3953678.0,FORMER_NATIONAL_PLAYER
170838,22586,11,1,6,,,,FORMER_NATIONAL_PLAYER
170838,28161,14,1,6,,49538.0,1005320.0,FORMER_NATIONAL_PLAYER
170838,34692,6,0,8,,49538.0,4618736.0,FORMER_NATIONAL_PLAYER
170854,11946,7,0,19,,,,FORMER_NATIONAL_PLAYER
17084,8776,4,0,0,,,,FORMER_NATIONAL_PLAYER
17084,9316,1,0,0,,,,FORMER_NATIONAL_PLAYER
170903,5872,83,1,25,,1837.0,2258765.0,RECENT_NATIONAL_PLAYER
170895,4311,55,8,11,,15885.0,2361390.0,RECENT_NATIONAL_PLAYER
170905,19755,12,5,13,,58190.0,3015958.0,CURRENT_NATIONAL_PLAYER
170911,19753,37,0,23,,35338.0,2460387.0,RECENT_NATIONAL_PLAYER
170927,3856,17,0,17,,1837.0,3112994.0,FORMER_NATIONAL_PLAYER
17092,9316,12,0,0,,3009.0,2285234.0,FORMER_NATIONAL_PLAYER
170929,3674,19,2,6,,56626.0,3171323.0,FORMER_NATIONAL_PLAYER
170929,9323,2,0,0,,1241.0,1143735.0,RETIRED_NATIONAL_PLAYER
170929,23101,4,0,0,,3980.0,2664468.0,RETIRED_NATIONAL_PLAYER
170929,23658,2,0,0,,,,RETIRED_NATIONAL_PLAYER
170926,22977,12,4,7,,11721.0,4034476.0,FORMER_NATIONAL_PLAYER
170934,5704,32,3,18,,4284.0,2632045.0,CURRENT_NATIONAL_PLAYER
170934,9323,1,0,0,,12806.0,2301915.0,FORMER_NATIONAL_PLAYER
170934,23658,6,0,0,,1733.0,2313719.0,FORMER_NATIONAL_PLAYER
17094,3383,10,2,13,,2691.0,924505.0,FORMER_NATIONAL_PLAYER
17094,8776,3,0,0,,7701.0,1020033.0,FORMER_NATIONAL_PLAYER
17094,9316,10,0,0,,2465.0,1059346.0,FORMER_NATIONAL_PLAYER
17094,12519,4,0,0,,,,FORMER_NATIONAL_PLAYER
17094,19533,2,0,0,,,2547771.0,FORMER_NATIONAL_PLAYER
170953,3434,22,4,18,,43301.0,3024989.0,FORMER_NATIONAL_PLAYER
170953,23658,4,1,0,,,,FORMER_NATIONAL_PLAYER
170979,23101,0,0,0,,,,FORMER_NATIONAL_PLAYER
170979,25250,1,0,0,,1733.0,2371883.0,FORMER_NATIONAL_PLAYER
170986,3300,65,4,25,,782.0,2429408.0,FORMER_NATIONAL_PLAYER
170986,16374,13,0,5,,10104.0,2305694.0,FORMER_NATIONAL_PLAYER
170994,5704,14,0,18,,,,FORMER_NATIONAL_PLAYER
171,3442,6,0,15,,21584.0,2844715.0,FORMER_NATIONAL_PLAYER
171,53867,3,0,0,,,,FORMER_NATIONAL_PLAYER
17105,3445,5,1,0,,2691.0,2807160.0,FORMER_NATIONAL_PLAYER
17105,8771,7,3,0,,,4598379.0,FORMER_NATIONAL_PLAYER
17100,9316,3,0,0,,2465.0,1059363.0,FORMER_NATIONAL_PLAYER
17100,40845,2,0,0,,128.0,2457059.0,FORMER_NATIONAL_PLAYER
17112,5872,60,2,0,,,,FORMER_NATIONAL_PLAYER
17112,25502,6,0,0,,78668.0,3374832.0,FORMER_NATIONAL_PLAYER
17112,41199,0,0,0,,,,FORMER_NATIONAL_PLAYER
171167,9567,2,0,0,,6615.0,2318976.0,FORMER_NATIONAL_PLAYER
171167,12609,0,0,0,,,982113.0,FORMER_NATIONAL_PLAYER
171167,20911,4,2,19,,,,FORMER_NATIONAL_PLAYER
171170,9567,1,0,13,,6615.0,2289809.0,FORMER_NATIONAL_PLAYER
171170,12609,3,0,0,,,982113.0,FORMER_NATIONAL_PLAYER
171170,20911,8,0,1,,,,FORMER_NATIONAL_PLAYER
171165,25249,3,1,0,,,,FORMER_NATIONAL_PLAYER
17123,3381,4,0,0,,253.0,46423.0,FORMER_NATIONAL_PLAYER
17123,9568,17,5,0,,4097.0,4350228.0,FORMER_NATIONAL_PLAYER
17123,22462,3,0,0,,,,FORMER_NATIONAL_PLAYER
17123,22584,1,0,0,,,,FORMER_NATIONAL_PLAYER
17123,22585,14,5,0,,,,FORMER_NATIONAL_PLAYER
17123,22586,4,0,0,,,,FORMER_NATIONAL_PLAYER
171260,16868,2,0,0,,4464.0,2509721.0,FORMER_NATIONAL_PLAYER
171260,17622,2,0,0,,4464.0,2370881.0,FORMER_NATIONAL_PLAYER
171234,5674,2,0,22,,5354.0,2429398.0,FORMER_NATIONAL_PLAYER
171261,22585,3,1,9,,10917.0,3970097.0,FORMER_NATIONAL_PLAYER
17129,3441,84,20,11,,28606.0,987596.0,FORMER_NATIONAL_PLAYER
17129,22978,7,0,2,,,,FORMER_NATIONAL_PLAYER
17129,23131,4,0,0,,,,FORMER_NATIONAL_PLAYER
171307,3433,5,0,8,,181.0,3542925.0,FORMER_NATIONAL_PLAYER
171307,22976,13,1,2,,,,FORMER_NATIONAL_PLAYER
171307,32270,10,1,6,,,,FORMER_NATIONAL_PLAYER
171307,39276,0,0,2,,,,FORMER_NATIONAL_PLAYER
17128,3854,1,0,0,,,,FORMER_NATIONAL_PLAYER
17134,3262,3,0,20,,1427.0,46421.0,FORMER_NATIONAL_PLAYER
17134,3817,9,0,0,,1454.0,3698925.0,FORMER_NATIONAL_PLAYER
17134,5709,1,0,0,,681.0,1020038.0,FORMER_NATIONAL_PLAYER
17134,5710,8,2,0,,1454.0,3970583.0,FORMER_NATIONAL_PLAYER
171336,14238,9,0,15,,39385.0,3723481.0,FORMER_NATIONAL_PLAYER
17136,5709,10,0,0,,,,FORMER_NATIONAL_PLAYER
17136,5710,5,1,0,,,,FORMER_NATIONAL_PLAYER
17136,53982,6,0,0,,26734.0,2692054.0,FORMER_NATIONAL_PLAYER
171362,9567,0,0,0,,,,FORMER_NATIONAL_PLAYER
171362,12609,5,0,14,,,,FORMER_NATIONAL_PLAYER
171362,20911,4,0,0,,,,FORMER_NATIONAL_PLAYER
171376,3557,9,0,14,,2886.0,2297864.0,FORMER_NATIONAL_PLAYER
171376,8595,28,3,3,,30518.0,1113589.0,FORMER_NATIONAL_PLAYER
171376,21136,7,0,0,,9053.0,4236858.0,FORMER_NATIONAL_PLAYER
171376,23488,1,0,8,,4390.0,3905155.0,FORMER_NATIONAL_PLAYER
171376,53805,3,0,3,,30518.0,2688651.0,FORMER_NATIONAL_PLAYER
171382,22976,2,0,12,,,,FORMER_NATIONAL_PLAYER
171382,32270,9,0,12,,,,FORMER_NATIONAL_PLAYER
171382,39276,0,0,18,,,,FORMER_NATIONAL_PLAYER
171392,10830,0,0,0,,,,FORMER_NATIONAL_PLAYER
171392,14162,2,0,0,,27452.0,2367755.0,FORMER_NATIONAL_PLAYER
171418,3435,2,1,4,,21905.0,3115435.0,FORMER_NATIONAL_PLAYER
171418,28425,0,0,6,,,,FORMER_NATIONAL_PLAYER
171418,28642,5,0,0,,,,FORMER_NATIONAL_PLAYER
171418,29810,4,0,6,,,,FORMER_NATIONAL_PLAYER
171390,14162,0,0,13,,27452.0,2367755.0,FORMER_NATIONAL_PLAYER
171410,23101,5,1,0,,1733.0,1143750.0,FORMER_NATIONAL_PLAYER
171410,23658,2,0,0,,,,FORMER_NATIONAL_PLAYER
171410,25250,6,1,0,,,,FORMER_NATIONAL_PLAYER
171424,3614,97,31,0,,1231.0,2437653.0,CURRENT_NATIONAL_PLAYER
171419,22976,0,0,6,,,,FORMER_NATIONAL_PLAYER
171419,32269,0,0,0,,,,FORMER_NATIONAL_PLAYER
171557,3856,23,0,20,,6591.0,2327321.0,FORMER_NATIONAL_PLAYER
1716,3262,16,1,19,,1427.0,52465.0,FORMER_NATIONAL_PLAYER
1716,3817,15,3,0,,1464.0,1141754.0,FORMER_NATIONAL_PLAYER
1716,5709,5,1,0,,1464.0,1020060.0,FORMER_NATIONAL_PLAYER
1716,5710,10,1,0,,1464.0,3368397.0,FORMER_NATIONAL_PLAYER
1716,9067,0,0,0,,,2633677.0,FORMER_NATIONAL_PLAYER
1716,17368,1,0,0,,2084.0,2974330.0,FORMER_NATIONAL_PLAYER
1716,27300,0,0,0,,,,FORMER_NATIONAL_PLAYER
171593,11940,10,0,14,,,2365994.0,FORMER_NATIONAL_PLAYER
171676,3557,0,0,0,,,,FORMER_NATIONAL_PLAYER
171690,23487,6,2,17,,,4236496.0,FORMER_NATIONAL_PLAYER
171690,23488,11,4,10,,4390.0,3952075.0,FORMER_NATIONAL_PLAYER
171690,24978,2,0,0,,,,FORMER_NATIONAL_PLAYER
171690,41525,3,0,0,,,,FORMER_NATIONAL_PLAYER
171690,57021,1,0,16,,,,FORMER_NATIONAL_PLAYER
171721,3433,21,7,9,,181.0,3542914.0,RECENT_NATIONAL_PLAYER
171721,22976,12,7,9,,,,FORMER_NATIONAL_PLAYER
171721,32270,13,2,10,,,,FORMER_NATIONAL_PLAYER
171721,39276,0,0,9,,,,FORMER_NATIONAL_PLAYER
1717,3437,4,0,0,,,,FORMER_NATIONAL_PLAYER
171813,9323,0,0,0,,,,FORMER_NATIONAL_PLAYER
171820,3433,41,8,9,,181.0,3542921.0,FORMER_NATIONAL_PLAYER
171884,20947,3,0,0,,,2982789.0,FORMER_NATIONAL_PLAYER
171935,3589,77,3,5,,1464.0,3240371.0,FORMER_NATIONAL_PLAYER
171935,34950,7,0,0,,,,FORMER_NATIONAL_PLAYER
171935,53812,1,0,0,,,,FORMER_NATIONAL_PLAYER
1720,9568,5,0,0,,4097.0,4350228.0,FORMER_NATIONAL_PLAYER
172007,3589,19,0,6,,,,FORMER_NATIONAL_PLAYER
172007,22983,7,1,0,,,,FORMER_NATIONAL_PLAYER
172007,25511,6,1,0,,,3655907.0,FORMER_NATIONAL_PLAYER
172015,9567,8,0,1,,6615.0,2319491.0,FORMER_NATIONAL_PLAYER
172015,12609,3,0,0,,,,FORMER_NATIONAL_PLAYER
172015,20911,4,0,21,,6615.0,1133734.0,FORMER_NATIONAL_PLAYER
172054,3439,5,0,14,,3592.0,2695281.0,FORMER_NATIONAL_PLAYER
172054,7658,7,2,0,,,,FORMER_NATIONAL_PLAYER
172054,37018,6,1,0,,,,FORMER_NATIONAL_PLAYER
172054,53818,6,0,3,,17444.0,2688648.0,FORMER_NATIONAL_PLAYER
17208,5710,2,0,0,,1454.0,3970581.0,FORMER_NATIONAL_PLAYER
17208,9067,6,0,0,,,2633677.0,FORMER_NATIONAL_PLAYER
17208,17662,1,0,0,,4275.0,2359032.0,FORMER_NATIONAL_PLAYER
17208,27300,0,0,0,,,,FORMER_NATIONAL_PLAYER
172066,16372,0,0,0,,,982113.0,FORMER_NATIONAL_PLAYER
172066,16374,1,0,19,,10104.0,2278765.0,FORMER_NATIONAL_PLAYER
172152,22983,1,0,0,,,,FORMER_NATIONAL_PLAYER
172152,42665,3,0,0,,,,FORMER_NATIONAL_PLAYER
172152,66879,7,0,25,,,,FORMER_NATIONAL_PLAYER
172152,76096,2,0,0,,,,FORMER_NATIONAL_PLAYER
172153,19755,17,0,2,,58190.0,3015958.0,FORMER_NATIONAL_PLAYER
172163,3381,1,0,13,,253.0,2375518.0,FORMER_NATIONAL_PLAYER
172163,9568,4,0,3,,10052.0,2319492.0,FORMER_NATIONAL_PLAYER
172163,39417,1,0,3,,796.0,2503991.0,FORMER_NATIONAL_PLAYER
1722,3674,2,0,0,,2550.0,914340.0,FORMER_NATIONAL_PLAYER
172202,11944,3,0,0,,839.0,2289710.0,FORMER_NATIONAL_PLAYER
172202,16342,3,0,8,,20356.0,2505765.0,FORMER_NATIONAL_PLAYER
172202,39118,1,1,0,,25860.0,3262789.0,FORMER_NATIONAL_PLAYER
17221,3557,14,0,22,,2540.0,2347128.0,FORMER_NATIONAL_PLAYER
17221,8595,14,1,0,,,1153826.0,FORMER_NATIONAL_PLAYER
17221,23488,8,1,16,,,,FORMER_NATIONAL_PLAYER
17221,24978,14,4,0,,,,FORMER_NATIONAL_PLAYER
17221,57021,6,0,0,,,,FORMER_NATIONAL_PLAYER
1723,3440,2,0,0,,5221.0,2254826.0,FORMER_NATIONAL_PLAYER
172320,9171,14,0,0,,20499.0,2661875.0,FORMER_NATIONAL_PLAYER
172320,25510,3,0,7,,,,FORMER_NATIONAL_PLAYER
172320,32207,2,0,0,,,,FORMER_NATIONAL_PLAYER
172333,9171,38,4,6,,6814.0,2371443.0,RECENT_NATIONAL_PLAYER
172333,25510,6,1,16,,,,FORMER_NATIONAL_PLAYER
172333,27263,9,0,0,,14622.0,2299390.0,FORMER_NATIONAL_PLAYER
172333,32207,3,1,0,,,,FORMER_NATIONAL_PLAYER
172338,3441,8,0,14,,3363.0,3470408.0,FORMER_NATIONAL_PLAYER
172338,22978,3,0,0,,,,FORMER_NATIONAL_PLAYER
17244,3439,3,0,0,,2121.0,1052486.0,FORMER_NATIONAL_PLAYER
17259,3262,124,0,1,,495.0,936263.0,RETIRED_NATIONAL_PLAYER
17259,3817,20,0,1,,1454.0,1107547.0,FORMER_NATIONAL_PLAYER
17259,5709,4,0,1,,1464.0,1020015.0,FORMER_NATIONAL_PLAYER
17259,5710,11,0,1,,1464.0,3970577.0,FORMER_NATIONAL_PLAYER
17259,9067,1,0,1,,,,FORMER_NATIONAL_PLAYER
1727,3439,14,4,21,,3351.0,3547533.0,FORMER_NATIONAL_PLAYER
1727,7658,6,0,0,,10017.0,3158685.0,FORMER_NATIONAL_PLAYER
1727,53818,1,0,0,,,,FORMER_NATIONAL_PLAYER
17270,5709,14,1,0,,,,FORMER_NATIONAL_PLAYER
17270,5710,9,3,0,,1454.0,3970581.0,FORMER_NATIONAL_PLAYER
17270,9067,0,0,0,,,2633677.0,FORMER_NATIONAL_PLAYER
17270,17662,7,4,0,,6645.0,3944018.0,FORMER_NATIONAL_PLAYER
172779,28642,5,0,2,,5121.0,2678294.0,FORMER_NATIONAL_PLAYER
172818,25511,0,0,0,,,3655907.0,FORMER_NATIONAL_PLAYER
172818,66879,0,0,0,,,,FORMER_NATIONAL_PLAYER
17286,3300,9,0,14,,10563.0,2381490.0,FORMER_NATIONAL_PLAYER
17286,16371,5,0,5,,,,FORMER_NATIONAL_PLAYER
17286,16373,6,0,6,,,4425954.0,FORMER_NATIONAL_PLAYER
17286,16374,24,5,11,,10563.0,4352003.0,FORMER_NATIONAL_PLAYER
17286,23137,5,0,0,,,,FORMER_NATIONAL_PLAYER
17286,31372,12,2,14,,,,FORMER_NATIONAL_PLAYER
17286,53246,2,0,5,,,,FORMER_NATIONAL_PLAYER
17286,53807,4,1,11,,39234.0,3676299.0,FORMER_NATIONAL_PLAYER
172881,16372,2,0,0,,16336.0,3848385.0,FORMER_NATIONAL_PLAYER
17294,5709,35,0,8,,,,FORMER_NATIONAL_PLAYER
17294,5710,1,0,0,,1454.0,2642875.0,FORMER_NATIONAL_PLAYER
17294,9067,0,0,0,,,2633677.0,FORMER_NATIONAL_PLAYER
17294,17368,0,0,0,,,,FORMER_NATIONAL_PLAYER
17294,17662,0,0,0,,4275.0,2359032.0,FORMER_NATIONAL_PLAYER
17294,27300,0,0,0,,,,FORMER_NATIONAL_PLAYER
172909,15737,118,1,16,,,,FORMER_NATIONAL_PLAYER
172996,16817,2,0,9,,2387.0,2489335.0,FORMER_NATIONAL_PLAYER
173062,10831,3,0,0,,29969.0,3386061.0,FORMER_NATIONAL_PLAYER
173062,14635,1,0,0,,,,FORMER_NATIONAL_PLAYER
173192,3380,3,0,15,,2638.0,3149806.0,FORMER_NATIONAL_PLAYER
17320,10933,1,0,0,,4083.0,3358356.0,FORMER_NATIONAL_PLAYER
17320,11944,2,0,0,,498.0,1107547.0,FORMER_NATIONAL_PLAYER
17320,16342,0,0,0,,,1157664.0,FORMER_NATIONAL_PLAYER
17320,34684,1,0,0,,3697.0,3262741.0,FORMER_NATIONAL_PLAYER
17320,39118,6,1,0,,4083.0,3470685.0,FORMER_NATIONAL_PLAYER
17323,3379,1,0,17,,2148.0,1097823.0,FORMER_NATIONAL_PLAYER
173270,34950,5,0,0,,,,FORMER_NATIONAL_PLAYER
17328,16371,2,1,11,,,4417431.0,FORMER_NATIONAL_PLAYER
17328,16372,13,8,11,,,,FORMER_NATIONAL_PLAYER
17328,16373,6,0,7,,,,FORMER_NATIONAL_PLAYER
17328,16374,13,6,16,,10563.0,1159664.0,FORMER_NATIONAL_PLAYER
173315,22978,1,0,11,,,,FORMER_NATIONAL_PLAYER
17332,3384,1,0,14,,92.0,1000759.0,FORMER_NATIONAL_PLAYER
17332,9534,13,1,0,,,,FORMER_NATIONAL_PLAYER
173463,9568,5,0,11,,10052.0,2319528.0,FORMER_NATIONAL_PLAYER
173463,22462,6,1,11,,23398.0,1136359.0,FORMER_NATIONAL_PLAYER
173463,22584,5,0,20,,,,FORMER_NATIONAL_PLAYER
173463,22585,0,0,10,,30595.0,3969551.0,FORMER_NATIONAL_PLAYER
173463,22586,2,0,10,,809.0,2370789.0,FORMER_NATIONAL_PLAYER
173463,28161,4,3,10,,,,FORMER_NATIONAL_PLAYER
173463,34692,2,4,8,,,2457908.0,FORMER_NATIONAL_PLAYER
173463,39417,0,0,0,,30764.0,2437810.0,FORMER_NATIONAL_PLAYER
17348,19758,7,0,1,,37126.0,2464744.0,FORMER_NATIONAL_PLAYER
173484,14666,4,0,22,,42951.0,3195799.0,FORMER_NATIONAL_PLAYER
173489,3505,25,1,0,,1427.0,2634397.0,FORMER_NATIONAL_PLAYER
17350,16373,3,0,19,,,,FORMER_NATIONAL_PLAYER
17350,16374,14,0,15,,10563.0,1159745.0,FORMER_NATIONAL_PLAYER
17350,53246,1,0,0,,,,FORMER_NATIONAL_PLAYER
173493,8595,2,0,9,,30518.0,2815520.0,FORMER_NATIONAL_PLAYER
173493,23488,4,0,13,,23586.0,2195294.0,FORMER_NATIONAL_PLAYER
173493,24978,2,0,18,,,,FORMER_NATIONAL_PLAYER
17352,16374,7,2,19,,39234.0,1141755.0,FORMER_NATIONAL_PLAYER
173504,3299,2,0,0,,3358.0,2997016.0,FORMER_NATIONAL_PLAYER
173579,19755,4,0,16,,58190.0,3016009.0,FORMER_NATIONAL_PLAYER
173579,25250,1,0,0,,3998.0,2193135.0,FORMER_NATIONAL_PLAYER
173591,3433,30,8,9,,11929.0,2676673.0,FORMER_NATIONAL_PLAYER
173591,17622,2,1,9,,,,FORMER_NATIONAL_PLAYER
173591,22976,16,9,14,,,,FORMER_NATIONAL_PLAYER
173591,32270,15,9,9,,,,FORMER_NATIONAL_PLAYER
173591,39276,5,4,10,,,,FORMER_NATIONAL_PLAYER
173585,3864,2,0,0,,451.0,2638710.0,FORMER_NATIONAL_PLAYER
173585,24966,3,0,0,,11555.0,1143698.0,FORMER_NATIONAL_PLAYER
173585,26181,6,0,0,,11555.0,3951789.0,FORMER_NATIONAL_PLAYER
173585,30329,4,0,0,,,2368065.0,FORMER_NATIONAL_PLAYER
173585,30431,10,0,0,,11555.0,4236810.0,FORMER_NATIONAL_PLAYER
173584,17760,18,0,20,,43468.0,3015985.0,RECENT_NATIONAL_PLAYER
173584,21340,3,0,0,,9635.0,2264367.0,FORMER_NATIONAL_PLAYER
173594,16844,11,1,11,,25235.0,2507015.0,FORMER_NATIONAL_PLAYER
173594,23487,8,1,9,,,4236496.0,FORMER_NATIONAL_PLAYER
173594,23488,5,0,15,,4390.0,3952075.0,FORMER_NATIONAL_PLAYER
173594,24978,4,1,15,,,,FORMER_NATIONAL_PLAYER
173594,41525,8,4,17,,,,FORMER_NATIONAL_PLAYER
173594,57021,4,2,17,,,,FORMER_NATIONAL_PLAYER
17363,3300,1,0,0,,1967.0,2256341.0,FORMER_NATIONAL_PLAYER
17363,16371,8,2,9,,,,FORMER_NATIONAL_PLAYER
17363,16373,6,0,8,,552.0,3162321.0,FORMER_NATIONAL_PLAYER
17363,16374,19,1,0,,,2976717.0,FORMER_NATIONAL_PLAYER
17363,31372,15,2,0,,,,FORMER_NATIONAL_PLAYER
173656,3591,2,0,9,,,,FORMER_NATIONAL_PLAYER
17370,3434,13,4,0,,689.0,3543587.0,FORMER_NATIONAL_PLAYER
17370,53843,2,0,0,,25926.0,2688784.0,FORMER_NATIONAL_PLAYER
17369,4311,10,1,0,,14418.0,987600.0,FORMER_NATIONAL_PLAYER
17369,16373,4,0,7,,,,FORMER_NATIONAL_PLAYER
17369,16374,8,0,7,,,3699103.0,FORMER_NATIONAL_PLAYER
17371,16371,11,2,0,,,,FORMER_NATIONAL_PLAYER
17371,16373,2,0,0,,,,FORMER_NATIONAL_PLAYER
17371,16374,10,0,0,,,,FORMER_NATIONAL_PLAYER
17371,23137,13,0,0,,552.0,3384624.0,FORMER_NATIONAL_PLAYER
17371,31372,29,8,0,,,,FORMER_NATIONAL_PLAYER
17372,16371,6,0,2,,,,FORMER_NATIONAL_PLAYER
17372,16374,1,0,14,,39234.0,3681680.0,FORMER_NATIONAL_PLAYER
17372,53246,1,0,0,,,,FORMER_NATIONAL_PLAYER
173750,3674,3,0,11,,3252.0,3542417.0,FORMER_NATIONAL_PLAYER
173835,3701,1,0,0,,51307.0,3189780.0,FORMER_NATIONAL_PLAYER
173835,16373,0,0,0,,,3531834.0,FORMER_NATIONAL_PLAYER
173835,23137,3,0,15,,79482.0,3842946.0,FORMER_NATIONAL_PLAYER
173864,16371,1,0,12,,10565.0,3877621.0,FORMER_NATIONAL_PLAYER
173864,23137,2,0,0,,,3894166.0,FORMER_NATIONAL_PLAYER
173864,31372,5,0,1,,,,FORMER_NATIONAL_PLAYER
17386,22462,3,0,13,,,,FORMER_NATIONAL_PLAYER
17386,22584,1,0,16,,,,FORMER_NATIONAL_PLAYER
17386,22585,1,0,6,,,,FORMER_NATIONAL_PLAYER
17386,22586,1,0,7,,,4352476.0,FORMER_NATIONAL_PLAYER
17386,39417,3,0,6,,4776.0,2347122.0,FORMER_NATIONAL_PLAYER
173900,3300,1,1,23,,782.0,3116506.0,FORMER_NATIONAL_PLAYER
173900,3585,11,1,0,,69052.0,3698848.0,FORMER_NATIONAL_PLAYER
173900,16371,14,1,11,,5629.0,1067756.0,FORMER_NATIONAL_PLAYER
173900,16372,11,4,11,,16336.0,3811092.0,FORMER_NATIONAL_PLAYER
173900,16373,5,3,11,,10565.0,3674474.0,FORMER_NATIONAL_PLAYER
173900,16374,6,3,16,,10104.0,2319626.0,FORMER_NATIONAL_PLAYER
173900,23137,18,4,11,,18420.0,3815583.0,FORMER_NATIONAL_PLAYER
173900,31372,11,0,11,,18420.0,3815765.0,FORMER_NATIONAL_PLAYER
173900,53807,1,0,19,,10104.0,3666552.0,FORMER_NATIONAL_PLAYER
17396,3377,3,0,0,,1727.0,2345764.0,FORMER_NATIONAL_PLAYER
17396,9323,8,1,0,,,,FORMER_NATIONAL_PLAYER
17406,5704,53,14,20,,,,FORMER_NATIONAL_PLAYER
174086,10831,6,0,0,,,,FORMER_NATIONAL_PLAYER
174086,25250,3,0,0,,1733.0,2371883.0,FORMER_NATIONAL_PLAYER
17407,3300,15,0,0,,6566.0,2315765.0,FORMER_NATIONAL_PLAYER
17407,16374,7,1,0,,,,FORMER_NATIONAL_PLAYER
17407,53807,6,0,0,,1967.0,2688800.0,FORMER_NATIONAL_PLAYER
17409,3300,2,0,16,,10563.0,1182084.0,FORMER_NATIONAL_PLAYER
