team,player_name,name_norm
Portugal,José Sá,jos s
Portugal,Renato Veiga,renato veiga
Portugal,Gonçalo Inácio,gon alo in cio
Portugal,João Neves,jo o neves
Portugal,Francisco Trincão,francisco trinc o
Portugal,Rafael Leão,rafael le o
Portugal,Pedro Neto,pedro neto
Portugal,Gonçalo Guedes,gon alo guedes
Portugal,João Cancelo,jo o cancelo
Portugal,Rúben Neves,r ben neves
Portugal,Rui Silva,rui silva
Portugal,Vitinha,vitinha
Portugal,Samú Costa,sam costa
Portugal,Nuno Mendes,nuno mendes
Portugal,Francisco Conceição,francisco concei o
Uzbekistan,Utkir Yusupov,utkir yusupov
Uzbekistan,Abdukodir Khusanov,abdukodir khusanov
Uzbekistan,Khojiakbar Alijonov,khojiakbar alijonov
Uzbekistan,Farrukh Sayfiev,farrukh sayfiev
Uzbekistan,Rustam Ashurmatov,rustam ashurmatov
Uzbekistan,Akmal Mozgovoy,akmal mozgovoy
Uzbekistan,Otabek Shukurov,otabek shukurov
Uzbekistan,Jamshid Iskanderov,jamshid iskanderov
Uzbekistan,Odiljon Hamrobekov,odiljon hamrobekov
Uzbekistan,Jaloliddin Masharipov,jaloliddin masharipov
Uzbekistan,Oston Urunov,oston urunov
Uzbekistan,Abduvohid Nematov,abduvohid nematov
Uzbekistan,Sherzod Nasrullaev,sherzod nasrullaev
Uzbekistan,Eldor Shomurodov,eldor shomurodov
Uzbekistan,Umar Eshmurodov,umar eshmurodov
Uzbekistan,Botirali Ergashev,botirali ergashev
Uzbekistan,Dostonbek Khamdamov,dostonbek khamdamov
Uzbekistan,Abdulla Abdullaev,abdulla abdullaev
Uzbekistan,Azizjon Ganiev,azizjon ganiev
Uzbekistan,Azizbek Amonov,azizbek amonov
Uzbekistan,Igor Sergeev,igor sergeev
Uzbekistan,Abbosbek Fayzullaev,abbosbek fayzullaev
Uzbekistan,Sherzod Esanov,sherzod esanov
Uzbekistan,Bekhruz Karimov,bekhruz karimov
Uzbekistan,Avazbek Ulmasaliev,avazbek ulmasaliev
Uzbekistan,Jakhongir Urozov,jakhongir urozov
Croatia,Dominik Livaković,dominik livakovi
Croatia,Josip Stanišić,josip stani i
Croatia,Marin Pongračić,marin pongra i
Croatia,Joško Gvardiol,jo ko gvardiol
Croatia,Duje Ćaleta-Car,duje aleta car
Croatia,Josip Šutalo,josip utalo
Croatia,Nikola Moro,nikola moro
Croatia,Mateo Kovačić,mateo kova i
Croatia,Andrej Kramarić,andrej kramari
Croatia,Luka Modrić,luka modri
Croatia,Ante Budimir,ante budimir
Croatia,Ivor Pandur,ivor pandur
Croatia,Nikola Vlašić,nikola vla i
Croatia,Ivan Perišić,ivan peri i
Croatia,Mario Pašalić,mario pa ali
Croatia,Martin Baturina,martin baturina
Croatia,Petar Sučić,petar su i
Croatia,Kristijan Jakić,kristijan jaki
Croatia,Toni Fruk,toni fruk
Croatia,Igor Matanović,igor matanovi
Croatia,Luka Sučić,luka su i
Croatia,Luka Vušković,luka vu kovi
Croatia,Dominik Kotarski,dominik kotarski
Croatia,Marco Pašalić,marco pa ali
Croatia,Martin Erlić,martin erli
Croatia,Petar Musa,petar musa
England,Jordan Pickford,jordan pickford
England,Ezri Konsa,ezri konsa
England,Nico O'Reilly,nico o reilly
England,Declan Rice,declan rice
England,John Stones,john stones
England,Marc Guéhi,marc gu hi
England,Bukayo Saka,bukayo saka
England,Elliot Anderson,elliot anderson
England,Harry Kane,harry kane
England,Jude Bellingham,jude bellingham
England,Marcus Rashford,marcus rashford
England,Tino Livramento,tino livramento
England,Dean Henderson,dean henderson
England,Jordan Henderson,jordan henderson
England,Dan Burn,dan burn
England,Kobbie Mainoo,kobbie mainoo
England,Morgan Rogers,morgan rogers
England,Anthony Gordon,anthony gordon
England,Ollie Watkins,ollie watkins
England,Noni Madueke,noni madueke
England,Eberechi Eze,eberechi eze
England,Ivan Toney,ivan toney
England,James Trafford,james trafford
England,Reece James,reece james
England,Djed Spence,djed spence
England,Jarell Quansah,jarell quansah
Ghana,Lawrence Ati-Zigi,lawrence ati zigi
Ghana,Alidu Seidu,alidu seidu
Ghana,Caleb Yirenkyi,caleb yirenkyi
Ghana,Jonas Adjetey,jonas adjetey
Ghana,Thomas Partey,thomas partey
Ghana,Abdul Mumin,abdul mumin
Ghana,Abdul Fatawu,abdul fatawu
Ghana,Kwasi Sibo,kwasi sibo
Ghana,Jordan Ayew,jordan ayew
Ghana,Brandon Thomas-Asante,brandon thomas asante
Ghana,Antoine Semenyo,antoine semenyo
Ghana,Joseph Anang,joseph anang
Ghana,Christopher Bonsu Baah,christopher bonsu baah
Ghana,Gideon Mensah,gideon mensah
Ghana,Elisha Owusu,elisha owusu
Ghana,Benjamin Asare,benjamin asare
Ghana,Abdul Rahman Baba,abdul rahman baba
Ghana,Jerome Opoku,jerome opoku
Ghana,Iñaki Williams,i aki williams
Ghana,Augustine Boakye,augustine boakye
Ghana,Kojo Peprah Oppong,kojo peprah oppong
Ghana,Kamaldeen Sulemana,kamaldeen sulemana
Ghana,Derrick Luckassen,derrick luckassen
Ghana,Ernest Nuamah,ernest nuamah
Ghana,Prince Kwabena Adu,prince kwabena adu
Ghana,Marvin Senaya,marvin senaya
Panama,Luis Mejía,luis mej a
Panama,César Blackman,c sar blackman
Panama,José Córdoba,jos c rdoba
Panama,Fidel Escobar,fidel escobar
Panama,Edgardo Fariña,edgardo fari a
Panama,Cristian Martínez,cristian mart nez
Panama,José Luis Rodríguez,jos luis rodr guez
Panama,Adalberto Carrasquilla,adalberto carrasquilla
Panama,Tomás Rodríguez,tom s rodr guez
Panama,Ismael Díaz,ismael d az
Panama,Yoel Bárcenas,yoel b rcenas
Panama,César Samudio,c sar samudio
Panama,Jiovany Ramos,jiovany ramos
Panama,Carlos Harvey,carlos harvey
Panama,Eric Davis,eric davis
Panama,Andrés Andrade,andr s andrade
Panama,José Fajardo,jos fajardo
Panama,Cecilio Waterman,cecilio waterman
Panama,Alberto Quintero,alberto quintero
Panama,Aníbal Godoy,an bal godoy
Panama,César Yanis,c sar yanis
Panama,Orlando Mosquera,orlando mosquera
Panama,Michael Amir Murillo,michael amir murillo
Panama,Azarias Londoño,azarias londo o
Panama,Roderick Miller,roderick miller
Panama,Jorge Gutiérrez,jorge guti rrez
